sep=,
"Time","iowait","irq","nice","softirq","steal","system","user"
2023-02-08 01:23:45,0%,0%,0%,0%,0.0500%,0.0500%,0.0250%
2023-02-08 01:24:00,0%,0%,0%,0.0250%,0%,0.0250%,0%
2023-02-08 01:24:15,0%,0%,0%,0%,0.0250%,0.0250%,0.1000%
2023-02-08 01:24:30,0%,0%,0%,0%,0.0500%,0.0250%,0.1000%
2023-02-08 01:24:45,0%,0%,0%,0%,0.0500%,0%,0.0500%
2023-02-08 01:25:00,0%,0%,0%,0%,0.0500%,0.0250%,0.1000%
2023-02-08 01:25:15,0%,0%,0%,0%,0%,0.0500%,0%
2023-02-08 01:25:30,0%,0%,0%,0%,0.100%,0.0250%,0.0250%
2023-02-08 01:25:45,0%,0%,0%,0%,0.0250%,0.0250%,0.0750%
2023-02-08 01:26:00,0%,0%,0%,0%,0%,0.0250%,0.0750%
2023-02-08 01:26:15,0%,0%,0%,0.0250%,0.0750%,0.150%,0.125%
2023-02-08 01:26:30,0%,0%,0%,0%,0.0250%,0.0500%,0.0750%
2023-02-08 01:26:45,0%,0%,0%,0%,0.0250%,0.0750%,0.125%
2023-02-08 01:27:00,0%,0%,0%,0.0250%,0.0250%,0.0250%,0.1000%
2023-02-08 01:27:15,0%,0%,0%,0%,0.0250%,0.0250%,0.0250%
2023-02-08 01:27:30,0%,0%,0%,0%,0%,0.0250%,0.1000%
2023-02-08 01:27:45,0%,0%,0%,0.0250%,0.0250%,0.1000%,0.1000%
2023-02-08 01:28:00,0%,0%,0%,0%,0%,0%,0.0250%
2023-02-08 01:28:15,0%,0%,0%,0%,0.0750%,0.0500%,0.125%
2023-02-08 01:28:30,0%,0%,0%,0%,0%,0.1000%,0.0250%
2023-02-08 01:28:45,0%,0%,0%,0%,0.0500%,0%,0.125%
2023-02-08 01:29:00,0%,0%,0%,0%,0.0250%,0.0750%,0%
2023-02-08 01:29:15,0%,0%,0%,0%,0%,0.0500%,0.100%
2023-02-08 01:29:30,0%,0%,0%,0%,0.0250%,0.0500%,0.0250%
2023-02-08 01:29:45,0%,0%,0%,0%,0%,0.0750%,0.0500%
2023-02-08 01:30:00,0%,0%,0%,0%,0.0250%,0.0250%,0.0500%
2023-02-08 01:30:15,0%,0%,0%,0%,0.0250%,0.0250%,0.0250%
2023-02-08 01:30:30,0%,0%,0%,0%,0.0250%,0.0250%,0.0500%
2023-02-08 01:30:45,0%,0%,0%,0.0250%,0%,0.0250%,0.1000%
2023-02-08 01:31:00,0%,0%,0%,0%,0%,0.0250%,0.0500%
2023-02-08 01:31:15,0%,0%,0%,0%,0.0250%,0.0250%,0.0750%
2023-02-08 01:31:30,0%,0%,0%,0%,0.0500%,0.0500%,0.0750%
2023-02-08 01:31:45,0%,0%,0%,0%,0.0250%,0.0750%,0.0750%
2023-02-08 01:32:00,0%,0%,0%,0%,0%,0.0500%,0.1000%
2023-02-08 01:32:15,0%,0%,0%,0%,0%,0.0500%,0.0500%
2023-02-08 01:32:30,0%,0%,0%,0%,0%,0.0250%,0.1000%
2023-02-08 01:32:45,0%,0%,0%,0%,0%,0.0250%,0.0500%
2023-02-08 01:33:00,0%,0%,0%,0%,0%,0.0250%,0.0750%
2023-02-08 01:33:15,0%,0%,0%,0%,0.0250%,0.0250%,0.0250%
2023-02-08 01:33:30,0%,0%,0%,0%,0.0250%,0.0250%,0.0750%
2023-02-08 01:33:45,0%,0%,0%,0%,0.0500%,0.0749%,0.0749%
2023-02-08 01:34:00,0%,0%,0%,0%,0.0500%,0.0250%,0.0250%
2023-02-08 01:34:15,0%,0%,0%,0%,0%,0.0250%,0.0750%
2023-02-08 01:34:30,0%,0%,0%,0.0250%,0%,0%,0.0500%
