"Time","Timestamp","iowait","irq","nice","softirq","steal","system","user","Used","Buffer","Cached","Free","br-10cd1f6f3899 receive","docker0 receive","eth0 receive","eth1 receive","lo receive","veth6750e95 receive","br-10cd1f6f3899 transmit","docker0 transmit","eth0 transmit","eth1 transmit","lo transmit","veth6750e95 transmit","timeToFail"
"2023-04-02 11:19:50","1680409190000","0%","0%","0%","5.60%","7.00%","5%","16.9%","340 MiB","14.0 MiB","412 MiB","203 MiB","4.27 GB/s","0 kB/s","28.2 kB/s","2.93 GB/s","0 kB/s","4.29 GB/s","2.93 GB/s","0 kB/s","21.6 kB/s","4.29 GB/s","0 kB/s","2.93 GB/s","1508352"
"2023-04-02 11:20:00","1680409200000","0%","0%","0%","3.40%","3.00%","2.20%","8.80%","340 MiB","14.0 MiB","412 MiB","203 MiB","2.84 GB/s","0 kB/s","11.6 kB/s","1.55 GB/s","0 kB/s","2.85 GB/s","1.55 GB/s","0 kB/s","4.20 kB/s","2.85 GB/s","0 kB/s","1.55 GB/s","1498352"
"2023-04-02 11:20:10","1680409210000","0%","0%","0%","3.70%","4.50%","3.40%","14.1%","340 MiB","14.0 MiB","412 MiB","203 MiB","4.14 GB/s","0 kB/s","0 kB/s","2.56 GB/s","0 kB/s","4.14 GB/s","2.56 GB/s","0 kB/s","0 kB/s","4.14 GB/s","0 kB/s","2.56 GB/s","1488352"
"2023-04-02 11:20:20","1680409220000","0%","0%","0%","8.20%","10.5%","6.60%","15.5%","340 MiB","14.0 MiB","412 MiB","203 MiB","3.03 GB/s","0 kB/s","67.7 kB/s","1.97 GB/s","0 kB/s","3.04 GB/s","1.97 GB/s","0 kB/s","298 kB/s","3.04 GB/s","0 kB/s","1.97 GB/s","1478352"
"2023-04-02 11:20:30","1680409230000","0%","0%","0%","4.40%","5.90%","3.70%","14.8%","340 MiB","14.0 MiB","412 MiB","203 MiB","4.39 GB/s","0 kB/s","0 kB/s","2.73 GB/s","0 kB/s","4.40 GB/s","2.73 GB/s","0 kB/s","0 kB/s","4.40 GB/s","0 kB/s","2.73 GB/s","1468352"
"2023-04-02 11:20:40","1680409240000","0%","0%","0%","6.80%","9.00%","4.60%","15.8%","338 MiB","14.0 MiB","412 MiB","205 MiB","3.86 GB/s","0 kB/s","5.80 kB/s","2.52 GB/s","0 kB/s","3.87 GB/s","2.52 GB/s","0 kB/s","5.40 kB/s","3.87 GB/s","0 kB/s","2.52 GB/s","1458352"
"2023-04-02 11:20:50","1680409250000","0%","0%","0%","4.10%","3.80%","3.60%","15.1%","338 MiB","14.0 MiB","412 MiB","205 MiB","4.43 GB/s","0 kB/s","5.60 kB/s","2.67 GB/s","0 kB/s","4.44 GB/s","2.67 GB/s","0 kB/s","5.40 kB/s","4.44 GB/s","0 kB/s","2.67 GB/s","1448352"
"2023-04-02 11:21:00","1680409260000","0%","0%","0%","3.20%","2.60%","3.20%","8.70%","338 MiB","14.0 MiB","412 MiB","205 MiB","2.08 GB/s","0 kB/s","51.7 kB/s","1.32 GB/s","0 kB/s","2.08 GB/s","1.32 GB/s","0 kB/s","54.3 kB/s","2.09 GB/s","0 kB/s","1.32 GB/s","1438352"
"2023-04-02 11:21:10","1680409270000","0%","0%","0%","8.10%","9.30%","6.80%","11.6%","342 MiB","14.0 MiB","412 MiB","201 MiB","1.87 GB/s","0 kB/s","11.6 kB/s","1.34 GB/s","0 kB/s","1.88 GB/s","1.34 GB/s","0 kB/s","9.60 kB/s","1.89 GB/s","0 kB/s","1.34 GB/s","1428352"
"2023-04-02 11:21:20","1680409280000","0%","0%","0%","5.50%","6.60%","5.80%","12.1%","340 MiB","14.0 MiB","412 MiB","203 MiB","2.43 GB/s","0 kB/s","5.80 kB/s","1.53 GB/s","0 kB/s","2.45 GB/s","1.53 GB/s","0 kB/s","5.40 kB/s","2.45 GB/s","0 kB/s","1.53 GB/s","1418352"
"2023-04-02 11:21:30","1680409290000","0%","0%","0%","2.50%","4.00%","2.90%","6.00%","340 MiB","14.0 MiB","412 MiB","203 MiB","1.18 GB/s","0 kB/s","0 kB/s","770 MB/s","0 kB/s","1.19 GB/s","770 MB/s","0 kB/s","0 kB/s","1.19 GB/s","0 kB/s","770 MB/s","1408352"
"2023-04-02 11:21:40","1680409300000","0%","0%","0%","5.20%","6.00%","4.80%","8.90%","340 MiB","14.0 MiB","412 MiB","203 MiB","2.26 GB/s","0 kB/s","11.2 kB/s","1.45 GB/s","0 kB/s","2.27 GB/s","1.45 GB/s","0 kB/s","5.40 kB/s","2.27 GB/s","0 kB/s","1.45 GB/s","1398352"
"2023-04-02 11:21:50","1680409310000","0%","0%","0%","3.30%","4.40%","2.40%","7.10%","340 MiB","14.0 MiB","412 MiB","203 MiB","1.68 GB/s","0 kB/s","17.2 kB/s","1.07 GB/s","0 kB/s","1.69 GB/s","1.07 GB/s","0 kB/s","15 kB/s","1.69 GB/s","0 kB/s","1.07 GB/s","1388352"
"2023-04-02 11:22:00","1680409320000","0%","0%","0%","3.10%","4.00%","3.00%","7.40%","336 MiB","14.0 MiB","412 MiB","207 MiB","1.67 GB/s","0 kB/s","0 kB/s","1.08 GB/s","0 kB/s","1.68 GB/s","1.08 GB/s","0 kB/s","0 kB/s","1.68 GB/s","0 kB/s","1.08 GB/s","1378352"
"2023-04-02 11:22:10","1680409330000","0.200%","0%","0%","2.70%","6.50%","3.00%","4.60%","336 MiB","14.0 MiB","412 MiB","207 MiB","626 MB/s","0 kB/s","11.2 kB/s","425 MB/s","0 kB/s","632 MB/s","425 MB/s","0 kB/s","5.40 kB/s","632 MB/s","0 kB/s","425 MB/s","1368352"
"2023-04-02 11:22:20","1680409340000","0%","0%","0%","1.90%","2.70%","2.50%","7.30%","336 MiB","14.0 MiB","412 MiB","207 MiB","1.88 GB/s","0 kB/s","107 kB/s","1.19 GB/s","0 kB/s","1.88 GB/s","1.19 GB/s","0 kB/s","334 kB/s","1.88 GB/s","0 kB/s","1.19 GB/s","1358352"
"2023-04-02 11:22:30","1680409350000","0%","0%","0%","3.40%","4.20%","3.90%","7.70%","344 MiB","14.0 MiB","412 MiB","199 MiB","1.75 GB/s","0 kB/s","58.8 kB/s","1.14 GB/s","0 kB/s","1.76 GB/s","1.14 GB/s","0 kB/s","58.8 kB/s","1.76 GB/s","0 kB/s","1.14 GB/s","1348352"
"2023-04-02 11:22:40","1680409360000","0%","0%","0%","2.50%","3.10%","3.70%","9.10%","340 MiB","14.0 MiB","412 MiB","203 MiB","2.44 GB/s","0 kB/s","22.4 kB/s","1.52 GB/s","0 kB/s","2.45 GB/s","1.52 GB/s","0 kB/s","16.2 kB/s","2.45 GB/s","0 kB/s","1.52 GB/s","1338352"
"2023-04-02 11:22:50","1680409370000","0%","0%","0%","1.60%","1.40%","2.00%","7.20%","340 MiB","14.0 MiB","412 MiB","203 MiB","2.05 GB/s","0 kB/s","0 kB/s","1.29 GB/s","0 kB/s","2.06 GB/s","1.29 GB/s","0 kB/s","0 kB/s","2.06 GB/s","0 kB/s","1.29 GB/s","1328352"
"2023-04-02 11:23:00","1680409380000","0%","0%","0%","1.40%","1.50%","1.50%","6.20%","344 MiB","14.0 MiB","412 MiB","199 MiB","1.65 GB/s","0 kB/s","0 kB/s","1.02 GB/s","0 kB/s","1.65 GB/s","1.02 GB/s","0 kB/s","0 kB/s","1.65 GB/s","0 kB/s","1.02 GB/s","1318352"
"2023-04-02 11:23:10","1680409390000","0%","0%","0%","1.10%","1.10%","1.20%","5.60%","344 MiB","14.0 MiB","412 MiB","199 MiB","1.42 GB/s","0 kB/s","17.2 kB/s","1.23 GB/s","0 kB/s","1.42 GB/s","1.23 GB/s","0 kB/s","9.60 kB/s","1.43 GB/s","0 kB/s","1.23 GB/s","1308352"
"2023-04-02 11:23:20","1680409400000","0%","0%","0%","2.30%","1.50%","2.00%","10%","344 MiB","14.0 MiB","412 MiB","199 MiB","3.48 GB/s","0 kB/s","11.6 kB/s","1.81 GB/s","0 kB/s","3.48 GB/s","1.81 GB/s","0 kB/s","9.60 kB/s","3.48 GB/s","0 kB/s","1.81 GB/s","1298352"
"2023-04-02 11:23:30","1680409410000","0%","0%","0%","2.90%","3.30%","3.50%","7.80%","344 MiB","14.0 MiB","412 MiB","199 MiB","2.05 GB/s","0 kB/s","5.80 kB/s","1.31 GB/s","0 kB/s","2.06 GB/s","1.31 GB/s","0 kB/s","5.40 kB/s","2.06 GB/s","0 kB/s","1.31 GB/s","1288352"
"2023-04-02 11:23:40","1680409420000","0%","0%","0%","2.80%","3.50%","2.90%","9.60%","344 MiB","14.0 MiB","412 MiB","199 MiB","2.66 GB/s","0 kB/s","11.2 kB/s","1.68 GB/s","0 kB/s","2.67 GB/s","1.68 GB/s","0 kB/s","5.40 kB/s","2.67 GB/s","0 kB/s","1.68 GB/s","1278352"
"2023-04-02 11:23:50","1680409430000","0%","0%","0%","3.80%","3.30%","5.10%","8.80%","340 MiB","14.0 MiB","412 MiB","203 MiB","1.75 GB/s","0 kB/s","22.4 kB/s","1.16 GB/s","0 kB/s","1.76 GB/s","1.16 GB/s","0 kB/s","10.8 kB/s","1.76 GB/s","0 kB/s","1.16 GB/s","1268352"
"2023-04-02 11:24:00","1680409440000","0%","0%","0%","4.10%","3.20%","4.80%","11.0%","342 MiB","14.0 MiB","412 MiB","201 MiB","2.71 GB/s","0 kB/s","22.8 kB/s","1.72 GB/s","0 kB/s","2.72 GB/s","1.72 GB/s","0 kB/s","15 kB/s","2.72 GB/s","0 kB/s","1.72 GB/s","1258352"
"2023-04-02 11:24:10","1680409450000","0%","0%","0%","3.00%","3.30%","3.50%","10.2%","336 MiB","14.0 MiB","412 MiB","207 MiB","2.71 GB/s","0 kB/s","11.6 kB/s","1.70 GB/s","0 kB/s","2.72 GB/s","1.70 GB/s","0 kB/s","5.40 kB/s","2.72 GB/s","0 kB/s","1.70 GB/s","1248352"
"2023-04-02 11:24:20","1680409460000","0%","0%","0%","2.60%","2.30%","2.80%","7.60%","336 MiB","14.0 MiB","412 MiB","207 MiB","1.71 GB/s","0 kB/s","56.5 kB/s","1.10 GB/s","0 kB/s","1.72 GB/s","1.10 GB/s","0 kB/s","294 kB/s","1.72 GB/s","0 kB/s","1.10 GB/s","1238352"
"2023-04-02 11:24:30","1680409470000","0%","0%","0%","4.20%","4.60%","4.40%","11.6%","336 MiB","14.0 MiB","412 MiB","207 MiB","2.60 GB/s","0 kB/s","22.4 kB/s","1.65 GB/s","0 kB/s","2.60 GB/s","1.65 GB/s","0 kB/s","10.8 kB/s","2.61 GB/s","0 kB/s","1.65 GB/s","1228352"
"2023-04-02 11:24:40","1680409480000","0.1000%","0%","0%","2.40%","2.10%","2.80%","9.40%","344 MiB","14.1 MiB","413 MiB","199 MiB","2.03 GB/s","0 kB/s","11.2 kB/s","1.27 GB/s","0 kB/s","2.04 GB/s","1.27 GB/s","0 kB/s","10.8 kB/s","2.04 GB/s","0 kB/s","1.27 GB/s","1218352"
"2023-04-02 11:24:50","1680409490000","0%","0%","0%","4.70%","5.30%","5.50%","7.30%","344 MiB","14.1 MiB","413 MiB","199 MiB","1.25 GB/s","0 kB/s","5.60 kB/s","889 MB/s","0 kB/s","1.27 GB/s","889 MB/s","0 kB/s","4.80 kB/s","1.27 GB/s","0 kB/s","889 MB/s","1208352"
"2023-04-02 11:25:00","1680409500000","0%","0%","0%","3.90%","5.30%","4.80%","3.60%","344 MiB","14.1 MiB","413 MiB","199 MiB","237 MB/s","0 kB/s","11.8 kB/s","204 MB/s","0 kB/s","244 MB/s","204 MB/s","0 kB/s","9.60 kB/s","245 MB/s","0 kB/s","204 MB/s","1198352"
"2023-04-02 11:25:10","1680409510000","0.1000%","0%","0%","4.20%","6.80%","3.60%","6.60%","344 MiB","14.1 MiB","413 MiB","199 MiB","1.09 GB/s","0 kB/s","11.2 kB/s","712 MB/s","0 kB/s","1.10 GB/s","712 MB/s","0 kB/s","10.8 kB/s","1.10 GB/s","0 kB/s","712 MB/s","1188352"
"2023-04-02 11:25:20","1680409520000","0%","0%","0%","3.30%","5.30%","3.10%","8.50%","344 MiB","14.1 MiB","413 MiB","199 MiB","2.16 GB/s","0 kB/s","17.5 kB/s","1.37 GB/s","0 kB/s","2.17 GB/s","1.37 GB/s","0 kB/s","14.5 kB/s","2.17 GB/s","0 kB/s","1.37 GB/s","1178352"
"2023-04-02 11:25:30","1680409530000","0%","0%","0%","3.10%","3.70%","2.80%","8.80%","339 MiB","14.1 MiB","413 MiB","203 MiB","2.18 GB/s","0 kB/s","22.4 kB/s","1.40 GB/s","0 kB/s","2.18 GB/s","1.40 GB/s","0 kB/s","10.8 kB/s","2.18 GB/s","0 kB/s","1.40 GB/s","1168352"
"2023-04-02 11:25:40","1680409540000","0%","0%","0%","1.50%","1.80%","1.20%","6.70%","339 MiB","14.1 MiB","413 MiB","203 MiB","1.99 GB/s","0 kB/s","0 kB/s","1.22 GB/s","0 kB/s","2.00 GB/s","1.22 GB/s","0 kB/s","0 kB/s","2.00 GB/s","0 kB/s","1.22 GB/s","1158352"
"2023-04-02 11:25:50","1680409550000","0%","0%","0%","3.40%","3.20%","3.90%","14.2%","339 MiB","14.1 MiB","413 MiB","203 MiB","4.20 GB/s","0 kB/s","11.2 kB/s","2.59 GB/s","0 kB/s","4.21 GB/s","2.59 GB/s","0 kB/s","5.40 kB/s","4.21 GB/s","0 kB/s","2.59 GB/s","1148352"
"2023-04-02 11:26:00","1680409560000","0%","0%","0%","4.20%","5.70%","3.50%","3.70%","339 MiB","14.1 MiB","413 MiB","203 MiB","225 MB/s","0 kB/s","6 kB/s","216 MB/s","0 kB/s","233 MB/s","215 MB/s","0 kB/s","4.20 kB/s","234 MB/s","0 kB/s","215 MB/s","1138352"
"2023-04-02 11:26:10","1680409570000","0%","0%","0%","0.200%","0.300%","0.500%","1.70%","339 MiB","14.1 MiB","413 MiB","203 MiB","453 MB/s","0 kB/s","5.60 kB/s","272 MB/s","0 kB/s","453 MB/s","272 MB/s","0 kB/s","5.40 kB/s","454 MB/s","0 kB/s","272 MB/s","1128352"
"2023-04-02 11:26:20","1680409580000","0%","0%","0%","1.50%","2.70%","2.30%","2.30%","339 MiB","14.1 MiB","413 MiB","203 MiB","102 MB/s","0 kB/s","56.5 kB/s","93.3 MB/s","0 kB/s","105 MB/s","93.3 MB/s","0 kB/s","290 kB/s","106 MB/s","0 kB/s","93.3 MB/s","1118352"
"2023-04-02 11:26:30","1680409590000","0%","0%","0%","0%","0.100%","0.100%","0%","339 MiB","14.1 MiB","413 MiB","203 MiB","4.55 MB/s","0 kB/s","13.2 kB/s","3.01 MB/s","0 kB/s","4.59 MB/s","2.96 MB/s","0 kB/s","10.8 kB/s","5.53 MB/s","0 kB/s","2.96 MB/s","1108352"
"2023-04-02 11:26:40","1680409600000","0%","0%","0%","0.400%","0.800%","1.000%","1.70%","339 MiB","14.1 MiB","413 MiB","203 MiB","455 MB/s","0 kB/s","11.2 kB/s","297 MB/s","0 kB/s","456 MB/s","297 MB/s","0 kB/s","5.40 kB/s","457 MB/s","0 kB/s","297 MB/s","1098352"
"2023-04-02 11:26:50","1680409610000","0%","0%","0%","0.600%","1.10%","0.900%","2.90%","341 MiB","14.1 MiB","413 MiB","201 MiB","556 MB/s","0 kB/s","11.2 kB/s","340 MB/s","0 kB/s","558 MB/s","340 MB/s","0 kB/s","5.40 kB/s","559 MB/s","0 kB/s","340 MB/s","1088352"
"2023-04-02 11:27:00","1680409620000","0%","0%","0%","1.40%","1.60%","1.10%","1.10%","341 MiB","14.1 MiB","413 MiB","201 MiB","59.5 MB/s","0 kB/s","0 kB/s","53.6 MB/s","0 kB/s","61.4 MB/s","53.6 MB/s","0 kB/s","0 kB/s","62.4 MB/s","0 kB/s","53.6 MB/s","1078352"
"2023-04-02 11:27:10","1680409630000","0%","0%","0%","0.800%","1.20%","1.00%","1.50%","341 MiB","14.1 MiB","413 MiB","201 MiB","50.8 MB/s","0 kB/s","22.8 kB/s","46.2 MB/s","0 kB/s","52.5 MB/s","46.1 MB/s","0 kB/s","15 kB/s","53.4 MB/s","0 kB/s","46.1 MB/s","1068352"
"2023-04-02 11:27:20","1680409640000","0%","0%","0%","0.200%","0.200%","0.300%","3.10%","341 MiB","14.1 MiB","413 MiB","202 MiB","998 MB/s","0 kB/s","0 kB/s","611 MB/s","0 kB/s","998 MB/s","611 MB/s","0 kB/s","0 kB/s","999 MB/s","0 kB/s","611 MB/s","1058352"
"2023-04-02 11:27:30","1680409650000","0%","0%","0%","1.40%","2.20%","1.10%","1.60%","341 MiB","14.1 MiB","413 MiB","202 MiB","67.2 MB/s","0 kB/s","0 kB/s","61.4 MB/s","0 kB/s","69.4 MB/s","61.3 MB/s","0 kB/s","0 kB/s","70.4 MB/s","0 kB/s","61.3 MB/s","1048352"
"2023-04-02 11:27:40","1680409660000","0%","0%","0%","1.80%","2.80%","2.70%","4.20%","341 MiB","14.1 MiB","413 MiB","202 MiB","701 MB/s","0 kB/s","0 kB/s","480 MB/s","0 kB/s","706 MB/s","480 MB/s","0 kB/s","0 kB/s","707 MB/s","0 kB/s","480 MB/s","1038352"
"2023-04-02 11:27:50","1680409670000","0%","0%","0%","0.600%","0.800%","0.800%","2.10%","339 MiB","14.1 MiB","413 MiB","204 MiB","492 MB/s","0 kB/s","0 kB/s","307 MB/s","0 kB/s","494 MB/s","307 MB/s","0 kB/s","0 kB/s","495 MB/s","0 kB/s","307 MB/s","1028352"
"2023-04-02 11:28:00","1680409680000","0%","0%","0%","0.600%","1.00%","0.600%","0.400%","339 MiB","14.1 MiB","413 MiB","204 MiB","30.0 MB/s","0 kB/s","17.4 kB/s","26.6 MB/s","0 kB/s","30.9 MB/s","26.5 MB/s","0 kB/s","15 kB/s","31.9 MB/s","0 kB/s","26.5 MB/s","1018352"
"2023-04-02 11:28:10","1680409690000","0%","0%","0%","0.400%","0.500%","0.300%","4.80%","339 MiB","14.1 MiB","413 MiB","204 MiB","1.46 GB/s","0 kB/s","5.80 kB/s","910 MB/s","0 kB/s","1.47 GB/s","910 MB/s","0 kB/s","5.40 kB/s","1.47 GB/s","0 kB/s","910 MB/s","1008352"
"2023-04-02 11:28:20","1680409700000","0%","0%","0%","2.20%","3.40%","2.20%","5.20%","339 MiB","14.1 MiB","413 MiB","204 MiB","1.05 GB/s","0 kB/s","84.1 kB/s","680 MB/s","0 kB/s","1.05 GB/s","680 MB/s","0 kB/s","314 kB/s","1.06 GB/s","0 kB/s","680 MB/s","998352"
"2023-04-02 11:28:30","1680409710000","0%","0%","0%","1.90%","3.30%","2.30%","3.70%","339 MiB","14.1 MiB","413 MiB","204 MiB","676 MB/s","0 kB/s","0 kB/s","443 MB/s","0 kB/s","680 MB/s","443 MB/s","0 kB/s","0 kB/s","681 MB/s","0 kB/s","443 MB/s","988352"
"2023-04-02 11:28:40","1680409720000","0%","0%","0%","3.60%","3.50%","2.30%","4.60%","339 MiB","14.1 MiB","413 MiB","204 MiB","709 MB/s","0 kB/s","5.60 kB/s","475 MB/s","0 kB/s","714 MB/s","475 MB/s","0 kB/s","5.40 kB/s","715 MB/s","0 kB/s","475 MB/s","978352"
"2023-04-02 11:28:50","1680409730000","0%","0%","0%","0.400%","0.300%","0.600%","4.70%","339 MiB","14.1 MiB","413 MiB","204 MiB","1.56 GB/s","0 kB/s","0 kB/s","953 MB/s","0 kB/s","1.56 GB/s","953 MB/s","0 kB/s","0 kB/s","1.56 GB/s","0 kB/s","953 MB/s","968352"
"2023-04-02 11:29:00","1680409740000","0%","0%","0%","0.700%","1.10%","1.10%","2.70%","339 MiB","14.1 MiB","413 MiB","204 MiB","603 MB/s","0 kB/s","29.5 kB/s","381 MB/s","0 kB/s","605 MB/s","381 MB/s","0 kB/s","24.5 kB/s","606 MB/s","0 kB/s","381 MB/s","958352"
"2023-04-02 11:29:10","1680409750000","0%","0%","0%","1.10%","2.00%","1.20%","3.30%","339 MiB","14.1 MiB","413 MiB","204 MiB","595 MB/s","0 kB/s","22.4 kB/s","382 MB/s","0 kB/s","597 MB/s","382 MB/s","0 kB/s","10.8 kB/s","598 MB/s","0 kB/s","382 MB/s","948352"
"2023-04-02 11:29:20","1680409760000","0%","0%","0%","1.50%","3.30%","2.10%","3.50%","339 MiB","14.1 MiB","413 MiB","204 MiB","607 MB/s","0 kB/s","0 kB/s","411 MB/s","0 kB/s","610 MB/s","411 MB/s","0 kB/s","0 kB/s","611 MB/s","0 kB/s","411 MB/s","938352"
"2023-04-02 11:29:30","1680409770000","0%","0%","0%","0.400%","0.700%","0.300%","0.500%","339 MiB","14.1 MiB","413 MiB","204 MiB","32.8 MB/s","0 kB/s","0 kB/s","13.4 MB/s","0 kB/s","33.3 MB/s","13.4 MB/s","0 kB/s","0 kB/s","34.3 MB/s","0 kB/s","13.4 MB/s","928352"
"2023-04-02 11:29:40","1680409780000","0.100%","0%","0%","0.100%","0.200%","0.1000%","1.70%","339 MiB","14.1 MiB","413 MiB","204 MiB","487 MB/s","0 kB/s","17.2 kB/s","299 MB/s","0 kB/s","487 MB/s","298 MB/s","0 kB/s","9.60 kB/s","488 MB/s","0 kB/s","298 MB/s","918352"
"2023-04-02 11:29:50","1680409790000","0%","0%","0%","0.200%","0.1000%","0.200%","1.90%","339 MiB","14.1 MiB","413 MiB","204 MiB","39.0 MB/s","0 kB/s","14.8 kB/s","321 MB/s","0 kB/s","39.2 MB/s","321 MB/s","0 kB/s","14.4 kB/s","40.1 MB/s","0 kB/s","321 MB/s","908352"
"2023-04-02 11:30:00","1680409800000","0%","0%","0%","0%","0.100%","0.100%","0.100%","339 MiB","14.1 MiB","413 MiB","204 MiB","488 MB/s","0 kB/s","28 kB/s","1.54 MB/s","0 kB/s","489 MB/s","1.48 MB/s","0 kB/s","19.2 kB/s","490 MB/s","0 kB/s","1.48 MB/s","898352"
"2023-04-02 11:30:10","1680409810000","0%","0%","0%","0.400%","1.10%","0.500%","1.80%","339 MiB","14.1 MiB","413 MiB","204 MiB","477 MB/s","0 kB/s","17.2 kB/s","299 MB/s","0 kB/s","478 MB/s","299 MB/s","0 kB/s","9.60 kB/s","479 MB/s","0 kB/s","299 MB/s","888352"
"2023-04-02 11:30:20","1680409820000","0%","0%","0%","0%","0.1000%","0.100%","0.200%","339 MiB","14.1 MiB","413 MiB","204 MiB","2.77 MB/s","0 kB/s","75.1 kB/s","1.77 MB/s","0 kB/s","2.79 MB/s","1.73 MB/s","0 kB/s","300 kB/s","3.73 MB/s","0 kB/s","1.73 MB/s","878352"
"2023-04-02 11:30:30","1680409830000","0%","0%","0%","0.700%","1.000%","1.10%","2.80%","339 MiB","14.1 MiB","413 MiB","204 MiB","623 MB/s","0 kB/s","5.60 kB/s","400 MB/s","0 kB/s","625 MB/s","400 MB/s","0 kB/s","5.40 kB/s","626 MB/s","0 kB/s","400 MB/s","868352"
"2023-04-02 11:30:40","1680409840000","0%","0%","0%","0%","0.200%","0.1000%","0.300%","339 MiB","14.1 MiB","413 MiB","204 MiB","2.30 MB/s","0 kB/s","5.80 kB/s","1.56 MB/s","0 kB/s","2.33 MB/s","1.51 MB/s","0 kB/s","5.40 kB/s","3.28 MB/s","0 kB/s","1.51 MB/s","858352"
"2023-04-02 11:30:50","1680409850000","0%","0%","0%","0.500%","0.600%","0.400%","0.700%","339 MiB","14.1 MiB","413 MiB","204 MiB","26.6 MB/s","0 kB/s","45 kB/s","24.8 MB/s","0 kB/s","27.5 MB/s","24.7 MB/s","0 kB/s","27 kB/s","28.5 MB/s","0 kB/s","24.7 MB/s","848352"
"2023-04-02 11:31:00","1680409860000","0%","0%","0%","1.10%","2.80%","0.800%","2.10%","339 MiB","14.1 MiB","413 MiB","204 MiB","474 MB/s","0 kB/s","13.4 kB/s","315 MB/s","0 kB/s","476 MB/s","315 MB/s","0 kB/s","9.60 kB/s","477 MB/s","0 kB/s","315 MB/s","838352"
