"Time","iowait","irq","nice","softirq","steal","system","user","Used","br-10cd1f6f3899 receive","docker0 receive","eth0 receive","eth1 receive","lo receive","veth6750e95 receive","timestamp"
"2023-04-02 12:20:50","0%","0%","0%","2.90%","4.10%","3.70%","8.50%","354 MiB","1.75 GB/s","0 kB/s","0 kB/s","1.12 GB/s","0 kB/s","1.76 GB/s","1680412850000"
"2023-04-02 12:20:55","0%","0%","0%","0.800%","0.600%","0.900%","8.60%","354 MiB","2.90 GB/s","0 kB/s","15.4 kB/s","1.78 GB/s","0 kB/s","2.90 GB/s","1680412855000"
"2023-04-02 12:21:00","0%","0%","0%","0.800%","0.600%","0.900%","8.60%","354 MiB","2.90 GB/s","0 kB/s","15.4 kB/s","1.78 GB/s","0 kB/s","2.90 GB/s","1680412860000"
"2023-04-02 12:21:05","0.100%","0%","0%","2.60%","2.90%","2.70%","9.70%","354 MiB","2.63 GB/s","0 kB/s","11.2 kB/s","1.64 GB/s","0 kB/s","2.63 GB/s","1680412865000"
"2023-04-02 12:21:10","0.100%","0%","0%","2.60%","2.90%","2.70%","9.70%","354 MiB","2.63 GB/s","0 kB/s","11.2 kB/s","1.64 GB/s","0 kB/s","2.63 GB/s","1680412870000"
"2023-04-02 12:21:15","0%","0%","0%","1.50%","1.60%","1.90%","6.90%","354 MiB","1.95 GB/s","0 kB/s","0 kB/s","1.21 GB/s","0 kB/s","1.96 GB/s","1680412875000"
"2023-04-02 12:21:20","0%","0%","0%","1.50%","1.60%","1.90%","6.90%","354 MiB","1.95 GB/s","0 kB/s","0 kB/s","1.21 GB/s","0 kB/s","1.96 GB/s","1680412880000"
"2023-04-02 12:21:25","0%","0%","0%","3.00%","3.80%","3.80%","10.6%","356 MiB","2.57 GB/s","0 kB/s","28.4 kB/s","1.62 GB/s","0 kB/s","2.58 GB/s","1680412885000"
"2023-04-02 12:21:30","0%","0%","0%","3.00%","3.80%","3.80%","10.6%","356 MiB","2.57 GB/s","0 kB/s","28.4 kB/s","1.62 GB/s","0 kB/s","2.58 GB/s","1680412890000"
"2023-04-02 12:21:35","0%","0%","0%","1.80%","1.50%","2.60%","3.90%","356 MiB","593 MB/s","0 kB/s","0 kB/s","420 MB/s","0 kB/s","599 MB/s","1680412895000"
"2023-04-02 12:21:40","0%","0%","0%","1.80%","1.50%","2.60%","3.90%","356 MiB","593 MB/s","0 kB/s","0 kB/s","420 MB/s","0 kB/s","599 MB/s","1680412900000"
"2023-04-02 12:21:45","0%","0%","0%","1.10%","2.00%","1.70%","4.70%","349 MiB","1.11 GB/s","0 kB/s","5.60 kB/s","700 MB/s","0 kB/s","1.11 GB/s","1680412905000"
"2023-04-02 12:21:50","0%","0%","0%","1.10%","2.00%","1.70%","4.70%","349 MiB","1.11 GB/s","0 kB/s","5.60 kB/s","700 MB/s","0 kB/s","1.11 GB/s","1680412910000"
"2023-04-02 12:21:55","0%","0%","0%","3.70%","4.60%","3.40%","8.90%","349 MiB","2.08 GB/s","0 kB/s","11.2 kB/s","1.34 GB/s","0 kB/s","2.09 GB/s","1680412915000"
"2023-04-02 12:22:00","0%","0%","0%","3.70%","4.60%","3.40%","8.90%","349 MiB","2.08 GB/s","0 kB/s","11.2 kB/s","1.34 GB/s","0 kB/s","2.09 GB/s","1680412920000"
"2023-04-02 12:22:05","0%","0%","0%","2.30%","2.10%","2.20%","9.80%","349 MiB","2.58 GB/s","0 kB/s","5.60 kB/s","1.57 GB/s","0 kB/s","2.58 GB/s","1680412925000"
"2023-04-02 12:22:10","0%","0%","0%","2.30%","2.10%","2.20%","9.80%","349 MiB","2.58 GB/s","0 kB/s","5.60 kB/s","1.57 GB/s","0 kB/s","2.58 GB/s","1680412930000"
"2023-04-02 12:22:15","0%","0%","0%","3.00%","2.80%","1.90%","8.00%","349 MiB","2.13 GB/s","0 kB/s","56.5 kB/s","1.34 GB/s","0 kB/s","2.13 GB/s","1680412935000"
"2023-04-02 12:22:20","0%","0%","0%","3.00%","2.80%","1.90%","8.00%","349 MiB","2.13 GB/s","0 kB/s","56.5 kB/s","1.34 GB/s","0 kB/s","2.13 GB/s","1680412940000"
"2023-04-02 12:22:25","0%","0%","0%","2.80%","3.40%","3.70%","7.00%","353 MiB","1.48 GB/s","0 kB/s","12.9 MB/s","961 MB/s","43.6 kB/s","1.48 GB/s","1680412945000"
"2023-04-02 12:22:30","0%","0%","0%","2.80%","3.40%","3.70%","7.00%","353 MiB","1.48 GB/s","0 kB/s","12.9 MB/s","961 MB/s","43.6 kB/s","1.48 GB/s","1680412950000"
"2023-04-02 12:22:35","0.1000%","0%","0%","2.10%","2.80%","2.00%","10.8%","353 MiB","3.06 GB/s","0 kB/s","0 kB/s","1.88 GB/s","20.8 kB/s","3.06 GB/s","1680412955000"
"2023-04-02 12:22:40","0.1000%","0%","0%","2.10%","2.80%","2.00%","10.8%","353 MiB","3.06 GB/s","0 kB/s","0 kB/s","1.88 GB/s","20.8 kB/s","3.06 GB/s","1680412960000"
"2023-04-02 12:22:45","0%","0%","0%","1.00%","1.000%","1.60%","5.30%","353 MiB","1.57 GB/s","0 kB/s","0 kB/s","983 MB/s","0 kB/s","1.57 GB/s","1680412965000"
"2023-04-02 12:22:50","0%","0%","0%","1.00%","1.000%","1.60%","5.30%","353 MiB","1.57 GB/s","0 kB/s","0 kB/s","983 MB/s","0 kB/s","1.57 GB/s","1680412970000"
"2023-04-02 12:22:55","0%","0%","0%","1.000%","0.800%","0.900%","6.90%","353 MiB","2.37 GB/s","0 kB/s","11.4 kB/s","1.44 GB/s","0 kB/s","2.37 GB/s","1680412975000"
"2023-04-02 12:23:00","0%","0%","0%","1.000%","0.800%","0.900%","6.90%","353 MiB","2.37 GB/s","0 kB/s","11.4 kB/s","1.44 GB/s","0 kB/s","2.37 GB/s","1680412980000"
"2023-04-02 12:23:05","0%","0%","0%","2.30%","2.90%","2.00%","6.70%","353 MiB","1.97 GB/s","0 kB/s","17.2 kB/s","1.24 GB/s","0 kB/s","1.97 GB/s","1680412985000"
"2023-04-02 12:23:10","0%","0%","0%","2.30%","2.90%","2.00%","6.70%","353 MiB","1.97 GB/s","0 kB/s","17.2 kB/s","1.24 GB/s","0 kB/s","1.97 GB/s","1680412990000"
"2023-04-02 12:23:15","0%","0%","0%","2.90%","3.80%","2.90%","8.40%","353 MiB","2.09 GB/s","0 kB/s","22.8 kB/s","1.32 GB/s","0 kB/s","2.10 GB/s","1680412995000"
"2023-04-02 12:23:20","0%","0%","0%","2.90%","3.80%","2.90%","8.40%","353 MiB","2.09 GB/s","0 kB/s","22.8 kB/s","1.32 GB/s","0 kB/s","2.10 GB/s","1680413000000"
"2023-04-02 12:23:25","0%","0%","0%","1.30%","2.70%","2.30%","7.30%","353 MiB","1.93 GB/s","0 kB/s","0 kB/s","1.20 GB/s","0 kB/s","1.93 GB/s","1680413005000"
"2023-04-02 12:23:30","0%","0%","0%","1.30%","2.70%","2.30%","7.30%","353 MiB","1.93 GB/s","0 kB/s","0 kB/s","1.20 GB/s","0 kB/s","1.93 GB/s","1680413010000"
"2023-04-02 12:23:35","0%","0%","0%","1.40%","2.60%","1.60%","1.90%","353 MiB","85.3 MB/s","0 kB/s","11.2 kB/s","82.3 MB/s","0 kB/s","88.0 MB/s","1680413015000"
"2023-04-02 12:23:40","0%","0%","0%","1.40%","2.60%","1.60%","1.90%","353 MiB","85.3 MB/s","0 kB/s","11.2 kB/s","82.3 MB/s","0 kB/s","88.0 MB/s","1680413020000"
"2023-04-02 12:23:45","0%","0%","0%","2.10%","2.90%","2.40%","2.50%","353 MiB","144 MB/s","0 kB/s","0 kB/s","118 MB/s","0 kB/s","149 MB/s","1680413025000"
"2023-04-02 12:23:50","0%","0%","0%","2.10%","2.90%","2.40%","2.50%","353 MiB","144 MB/s","0 kB/s","0 kB/s","118 MB/s","0 kB/s","149 MB/s","1680413030000"
"2023-04-02 12:23:55","0%","0%","0%","0.700%","0.900%","1.10%","3.70%","353 MiB","1.03 GB/s","0 kB/s","0 kB/s","643 MB/s","0 kB/s","1.03 GB/s","1680413035000"
"2023-04-02 12:24:00","0%","0%","0%","0.700%","0.900%","1.10%","3.70%","353 MiB","1.03 GB/s","0 kB/s","0 kB/s","643 MB/s","0 kB/s","1.03 GB/s","1680413040000"
"2023-04-02 12:24:05","0%","0%","0%","2.50%","3.50%","2.60%","5.20%","353 MiB","1.14 GB/s","0 kB/s","17.2 kB/s","729 MB/s","0 kB/s","1.14 GB/s","1680413045000"
"2023-04-02 12:24:10","0%","0%","0%","2.50%","3.50%","2.60%","5.20%","353 MiB","1.14 GB/s","0 kB/s","17.2 kB/s","729 MB/s","0 kB/s","1.14 GB/s","1680413050000"
"2023-04-02 12:24:15","0%","0%","0%","0.300%","0.300%","0.600%","4.90%","346 MiB","1.46 GB/s","0 kB/s","62.3 kB/s","888 MB/s","0 kB/s","1.46 GB/s","1680413055000"
"2023-04-02 12:24:20","0%","0%","0%","0.300%","0.300%","0.600%","4.90%","346 MiB","1.46 GB/s","0 kB/s","62.3 kB/s","888 MB/s","0 kB/s","1.46 GB/s","1680413060000"
"2023-04-02 12:24:25","0%","0%","0%","0.400%","0.600%","0.600%","5.70%","346 MiB","1.99 GB/s","0 kB/s","5.60 kB/s","1.22 GB/s","0 kB/s","1.99 GB/s","1680413065000"
"2023-04-02 12:24:30","0%","0%","0%","0.400%","0.600%","0.600%","5.70%","346 MiB","1.99 GB/s","0 kB/s","5.60 kB/s","1.22 GB/s","0 kB/s","1.99 GB/s","1680413070000"
"2023-04-02 12:24:35","0%","0%","0%","1.40%","2.40%","1.50%","4.80%","346 MiB","1.14 GB/s","0 kB/s","0 kB/s","722 MB/s","0 kB/s","1.15 GB/s","1680413075000"
"2023-04-02 12:24:40","0%","0%","0%","1.40%","2.40%","1.50%","4.80%","346 MiB","1.14 GB/s","0 kB/s","0 kB/s","722 MB/s","0 kB/s","1.15 GB/s","1680413080000"
"2023-04-02 12:24:45","0%","0%","0%","1.80%","2.80%","1.60%","2.60%","352 MiB","612 MB/s","0 kB/s","0 kB/s","415 MB/s","0 kB/s","615 MB/s","1680413085000"
"2023-04-02 12:24:50","0%","0%","0%","1.80%","2.80%","1.60%","2.60%","352 MiB","612 MB/s","0 kB/s","0 kB/s","415 MB/s","0 kB/s","615 MB/s","1680413090000"
"2023-04-02 12:24:55","0%","0%","0%","3.20%","6.00%","3.60%","3.60%","352 MiB","193 MB/s","0 kB/s","0 kB/s","199 MB/s","0 kB/s","200 MB/s","1680413095000"
"2023-04-02 12:25:00","0%","0%","0%","3.20%","6.00%","3.60%","3.60%","352 MiB","193 MB/s","0 kB/s","0 kB/s","199 MB/s","0 kB/s","200 MB/s","1680413100000"
"2023-04-02 12:25:05","0%","0%","0%","2.00%","2.70%","1.20%","6.00%","364 MiB","1.60 GB/s","0 kB/s","17.2 kB/s","982 MB/s","0 kB/s","1.61 GB/s","1680413105000"
"2023-04-02 12:25:10","0%","0%","0%","2.00%","2.70%","1.20%","6.00%","364 MiB","1.60 GB/s","0 kB/s","17.2 kB/s","982 MB/s","0 kB/s","1.61 GB/s","1680413110000"
"2023-04-02 12:25:15","0%","0%","0%","1.60%","1.80%","1.30%","5.20%","355 MiB","1.66 GB/s","0 kB/s","5.60 kB/s","1.02 GB/s","0 kB/s","1.66 GB/s","1680413115000"
"2023-04-02 12:25:20","0%","0%","0%","1.60%","1.80%","1.30%","5.20%","355 MiB","1.66 GB/s","0 kB/s","5.60 kB/s","1.02 GB/s","0 kB/s","1.66 GB/s","1680413120000"
"2023-04-02 12:25:25","0%","0%","0%","1.50%","2.10%","1.70%","3.30%","355 MiB","554 MB/s","0 kB/s","11.2 kB/s","371 MB/s","0 kB/s","558 MB/s","1680413125000"
"2023-04-02 12:25:30","0%","0%","0%","1.50%","2.10%","1.70%","3.30%","355 MiB","554 MB/s","0 kB/s","11.2 kB/s","371 MB/s","0 kB/s","558 MB/s","1680413130000"
"2023-04-02 12:25:35","0%","0%","0%","1.30%","2.10%","1.80%","3.60%","359 MiB","599 MB/s","0 kB/s","17 kB/s","391 MB/s","0 kB/s","602 MB/s","1680413135000"
"2023-04-02 12:25:40","0%","0%","0%","1.30%","2.10%","1.80%","3.60%","359 MiB","599 MB/s","0 kB/s","17 kB/s","391 MB/s","0 kB/s","602 MB/s","1680413140000"
"2023-04-02 12:25:45","0%","0%","0%","1.20%","1.60%","1.70%","3.20%","357 MiB","589 MB/s","0 kB/s","0 kB/s","400 MB/s","0 kB/s","592 MB/s","1680413145000"
"2023-04-02 12:25:50","0%","0%","0%","1.20%","1.60%","1.70%","3.20%","357 MiB","589 MB/s","0 kB/s","0 kB/s","400 MB/s","0 kB/s","592 MB/s","1680413150000"
"2023-04-02 12:25:55","0%","0%","0%","1.50%","1.70%","1.50%","3.20%","355 MiB","658 MB/s","0 kB/s","5.80 kB/s","414 MB/s","0 kB/s","661 MB/s","1680413155000"
"2023-04-02 12:26:00","0%","0%","0%","1.50%","1.70%","1.50%","3.20%","355 MiB","658 MB/s","0 kB/s","5.80 kB/s","414 MB/s","0 kB/s","661 MB/s","1680413160000"
"2023-04-02 12:26:05","0%","0%","0%","3.20%","5.50%","3.10%","4.60%","355 MiB","607 MB/s","0 kB/s","34 kB/s","416 MB/s","0 kB/s","613 MB/s","1680413165000"
"2023-04-02 12:26:10","0%","0%","0%","3.20%","5.50%","3.10%","4.60%","355 MiB","607 MB/s","0 kB/s","34 kB/s","416 MB/s","0 kB/s","613 MB/s","1680413170000"
"2023-04-02 12:26:15","0%","0%","0%","3.40%","3.00%","2.10%","5.40%","355 MiB","662 MB/s","0 kB/s","79.1 kB/s","487 MB/s","0 kB/s","667 MB/s","1680413175000"
"2023-04-02 12:26:20","0%","0%","0%","3.40%","3.00%","2.10%","5.40%","355 MiB","662 MB/s","0 kB/s","79.1 kB/s","487 MB/s","0 kB/s","667 MB/s","1680413180000"
"2023-04-02 12:26:25","0%","0%","0%","6.40%","9.90%","6.60%","16.7%","367 MiB","3.92 GB/s","0 kB/s","0 kB/s","2.69 GB/s","0 kB/s","3.94 GB/s","1680413185000"
"2023-04-02 12:26:30","0%","0%","0%","6.40%","9.90%","6.60%","16.7%","367 MiB","3.92 GB/s","0 kB/s","0 kB/s","2.69 GB/s","0 kB/s","3.94 GB/s","1680413190000"
"2023-04-02 12:26:35","0%","0%","0%","5.90%","7.90%","6.10%","15.6%","358 MiB","4.10 GB/s","0 kB/s","29.2 kB/s","2.38 GB/s","0 kB/s","4.12 GB/s","1680413195000"
"2023-04-02 12:26:40","0%","0%","0%","5.90%","7.90%","6.10%","15.6%","358 MiB","4.10 GB/s","0 kB/s","29.2 kB/s","2.38 GB/s","0 kB/s","4.12 GB/s","1680413200000"
"2023-04-02 12:26:45","0%","0%","0%","6.80%","7.30%","6.50%","21.5%","360 MiB","5.40 GB/s","0 kB/s","89.8 kB/s","3.69 GB/s","0 kB/s","5.42 GB/s","1680413205000"
"2023-04-02 12:26:50","0%","0%","0%","6.80%","7.30%","6.50%","21.5%","360 MiB","5.40 GB/s","0 kB/s","89.8 kB/s","3.69 GB/s","0 kB/s","5.42 GB/s","1680413210000"
"2023-04-02 12:26:55","0%","0%","0%","4.90%","4.40%","5.20%","16.5%","364 MiB","4.86 GB/s","0 kB/s","55 kB/s","2.80 GB/s","0 kB/s","4.87 GB/s","1680413215000"
"2023-04-02 12:27:00","0%","0%","0%","4.90%","4.40%","5.20%","16.5%","364 MiB","4.86 GB/s","0 kB/s","55 kB/s","2.80 GB/s","0 kB/s","4.87 GB/s","1680413220000"
"2023-04-02 12:27:05","0%","0%","0%","6.50%","11.1%","5.10%","14.1%","355 MiB","2.86 GB/s","0 kB/s","11.2 kB/s","2.09 GB/s","0 kB/s","2.87 GB/s","1680413225000"
"2023-04-02 12:27:10","0%","0%","0%","6.50%","11.1%","5.10%","14.1%","355 MiB","2.86 GB/s","0 kB/s","11.2 kB/s","2.09 GB/s","0 kB/s","2.87 GB/s","1680413230000"
"2023-04-02 12:27:15","0%","0%","0%","6.60%","6.60%","5.90%","17.5%","363 MiB","4.73 GB/s","0 kB/s","5.60 kB/s","3.00 GB/s","0 kB/s","4.74 GB/s","1680413235000"
"2023-04-02 12:27:20","0%","0%","0%","6.60%","6.60%","5.90%","17.5%","363 MiB","4.73 GB/s","0 kB/s","5.60 kB/s","3.00 GB/s","0 kB/s","4.74 GB/s","1680413240000"
"2023-04-02 12:27:25","0%","0%","0%","7.60%","8.10%","5.40%","14.1%","360 MiB","3.29 GB/s","0 kB/s","5.80 kB/s","1.94 GB/s","0 kB/s","3.31 GB/s","1680413245000"
"2023-04-02 12:27:30","0%","0%","0%","7.60%","8.10%","5.40%","14.1%","360 MiB","3.29 GB/s","0 kB/s","5.80 kB/s","1.94 GB/s","0 kB/s","3.31 GB/s","1680413250000"
"2023-04-02 12:27:35","0%","0%","0%","9.30%","7.50%","7.50%","19.6%","357 MiB","4.73 GB/s","0 kB/s","22.4 kB/s","3.17 GB/s","0 kB/s","4.75 GB/s","1680413255000"
"2023-04-02 12:27:40","0%","0%","0%","9.30%","7.50%","7.50%","19.6%","357 MiB","4.73 GB/s","0 kB/s","22.4 kB/s","3.17 GB/s","0 kB/s","4.75 GB/s","1680413260000"
"2023-04-02 12:27:45","0%","0%","0%","5.10%","4.80%","5.50%","16.5%","357 MiB","4.34 GB/s","0 kB/s","28.6 kB/s","2.77 GB/s","0 kB/s","4.35 GB/s","1680413265000"
"2023-04-02 12:27:50","0%","0%","0%","5.10%","4.80%","5.50%","16.5%","357 MiB","4.34 GB/s","0 kB/s","28.6 kB/s","2.77 GB/s","0 kB/s","4.35 GB/s","1680413270000"
"2023-04-02 12:27:55","0%","0%","0%","7.80%","8.30%","7.50%","14.3%","354 MiB","2.92 GB/s","0 kB/s","5.80 kB/s","2.01 GB/s","0 kB/s","2.94 GB/s","1680413275000"
"2023-04-02 12:28:00","0%","0%","0%","7.80%","8.30%","7.50%","14.3%","354 MiB","2.92 GB/s","0 kB/s","5.80 kB/s","2.01 GB/s","0 kB/s","2.94 GB/s","1680413280000"
"2023-04-02 12:28:05","0%","0%","0%","4.80%","6.10%","4.60%","18.5%","358 MiB","5.17 GB/s","0 kB/s","7.40 kB/s","3.09 GB/s","0 kB/s","5.18 GB/s","1680413285000"
"2023-04-02 12:28:10","0%","0%","0%","4.80%","6.10%","4.60%","18.5%","358 MiB","5.17 GB/s","0 kB/s","7.40 kB/s","3.09 GB/s","0 kB/s","5.18 GB/s","1680413290000"
"2023-04-02 12:28:15","0%","0%","0%","5.30%","6.00%","4.40%","16.3%","351 MiB","4.49 GB/s","0 kB/s","56.5 kB/s","2.69 GB/s","0 kB/s","4.50 GB/s","1680413295000"
"2023-04-02 12:28:20","0%","0%","0%","5.30%","6.00%","4.40%","16.3%","351 MiB","4.49 GB/s","0 kB/s","56.5 kB/s","2.69 GB/s","0 kB/s","4.50 GB/s","1680413300000"
"2023-04-02 12:28:25","0%","0%","0%","5.70%","5.70%","6.30%","12.6%","351 MiB","2.84 GB/s","0 kB/s","7.40 kB/s","1.88 GB/s","0 kB/s","2.85 GB/s","1680413305000"
"2023-04-02 12:28:30","0%","0%","0%","5.70%","5.70%","6.30%","12.6%","351 MiB","2.84 GB/s","0 kB/s","7.40 kB/s","1.88 GB/s","0 kB/s","2.85 GB/s","1680413310000"
"2023-04-02 12:28:35","0%","0%","0%","9.30%","11.8%","7.00%","9.70%","353 MiB","1.07 GB/s","0 kB/s","5.60 kB/s","853 MB/s","0 kB/s","1.09 GB/s","1680413315000"
"2023-04-02 12:28:40","0%","0%","0%","9.30%","11.8%","7.00%","9.70%","353 MiB","1.07 GB/s","0 kB/s","5.60 kB/s","853 MB/s","0 kB/s","1.09 GB/s","1680413320000"
"2023-04-02 12:28:45","0%","0%","0%","8.60%","7.60%","6.90%","16.4%","353 MiB","3.46 GB/s","0 kB/s","0 kB/s","2.35 GB/s","0 kB/s","3.48 GB/s","1680413325000"
"2023-04-02 12:28:50","0%","0%","0%","8.60%","7.60%","6.90%","16.4%","353 MiB","3.46 GB/s","0 kB/s","0 kB/s","2.35 GB/s","0 kB/s","3.48 GB/s","1680413330000"
"2023-04-02 12:28:55","0%","0%","0%","3.00%","2.80%","3.60%","12.0%","355 MiB","3.48 GB/s","0 kB/s","39.6 kB/s","2.07 GB/s","0 kB/s","3.48 GB/s","1680413335000"
"2023-04-02 12:29:00","0%","0%","0%","3.00%","2.80%","3.60%","12.0%","355 MiB","3.48 GB/s","0 kB/s","39.6 kB/s","2.07 GB/s","0 kB/s","3.48 GB/s","1680413340000"
"2023-04-02 12:29:05","0%","0%","0%","2.00%","4.30%","2.60%","2.80%","353 MiB","109 MB/s","0 kB/s","6.60 kB/s","100 MB/s","0 kB/s","112 MB/s","1680413345000"
"2023-04-02 12:29:10","0%","0%","0%","2.00%","4.30%","2.60%","2.80%","353 MiB","109 MB/s","0 kB/s","6.60 kB/s","100 MB/s","0 kB/s","112 MB/s","1680413350000"
"2023-04-02 12:29:15","0%","0%","0%","1.10%","1.70%","0.800%","1.20%","353 MiB","60.0 MB/s","0 kB/s","0 kB/s","53.5 MB/s","0 kB/s","61.9 MB/s","1680413355000"
"2023-04-02 12:29:20","0%","0%","0%","1.10%","1.70%","0.800%","1.20%","353 MiB","60.0 MB/s","0 kB/s","0 kB/s","53.5 MB/s","0 kB/s","61.9 MB/s","1680413360000"
"2023-04-02 12:29:25","0%","0%","0%","0.300%","0.700%","0.400%","1.60%","353 MiB","438 MB/s","0 kB/s","0 kB/s","271 MB/s","0 kB/s","439 MB/s","1680413365000"
"2023-04-02 12:29:30","0%","0%","0%","0.300%","0.700%","0.400%","1.60%","353 MiB","438 MB/s","0 kB/s","0 kB/s","271 MB/s","0 kB/s","439 MB/s","1680413370000"
"2023-04-02 12:29:35","0%","0%","0%","1.90%","2.90%","2.20%","3.70%","353 MiB","592 MB/s","0 kB/s","5.60 kB/s","406 MB/s","0 kB/s","597 MB/s","1680413375000"
"2023-04-02 12:29:40","0%","0%","0%","1.90%","2.90%","2.20%","3.70%","353 MiB","592 MB/s","0 kB/s","5.60 kB/s","406 MB/s","0 kB/s","597 MB/s","1680413380000"
"2023-04-02 12:29:45","0%","0%","0%","0.700%","0.700%","0.600%","1.90%","353 MiB","510 MB/s","0 kB/s","6 kB/s","321 MB/s","0 kB/s","511 MB/s","1680413385000"
"2023-04-02 12:29:50","0%","0%","0%","0.700%","0.700%","0.600%","1.90%","353 MiB","510 MB/s","0 kB/s","6 kB/s","321 MB/s","0 kB/s","511 MB/s","1680413390000"
"2023-04-02 12:29:55","0%","0%","0%","1.40%","2.40%","2.10%","3.50%","351 MiB","541 MB/s","0 kB/s","11.2 kB/s","656 MB/s","0 kB/s","544 MB/s","1680413395000"
"2023-04-02 12:30:00","0%","0%","0%","1.40%","2.40%","2.10%","3.50%","351 MiB","541 MB/s","0 kB/s","11.2 kB/s","656 MB/s","0 kB/s","544 MB/s","1680413400000"
"2023-04-02 12:30:05","0%","0%","0%","0.300%","0.800%","0.300%","4.40%","351 MiB","1.49 GB/s","0 kB/s","0 kB/s","621 MB/s","0 kB/s","1.49 GB/s","1680413405000"
"2023-04-02 12:30:10","0%","0%","0%","0.300%","0.800%","0.300%","4.40%","351 MiB","1.49 GB/s","0 kB/s","0 kB/s","621 MB/s","0 kB/s","1.49 GB/s","1680413410000"
"2023-04-02 12:30:15","0%","0%","0%","1.80%","3.60%","1.50%","3.70%","351 MiB","512 MB/s","0 kB/s","73.7 kB/s","327 MB/s","0 kB/s","515 MB/s","1680413415000"
"2023-04-02 12:30:20","0%","0%","0%","1.80%","3.60%","1.50%","3.70%","351 MiB","512 MB/s","0 kB/s","73.7 kB/s","327 MB/s","0 kB/s","515 MB/s","1680413420000"
"2023-04-02 12:30:25","0%","0%","0%","0.300%","0.400%","0.200%","2.80%","351 MiB","1.02 GB/s","0 kB/s","11.4 kB/s","625 MB/s","0 kB/s","1.02 GB/s","1680413425000"
"2023-04-02 12:30:30","0%","0%","0%","0.300%","0.400%","0.200%","2.80%","351 MiB","1.02 GB/s","0 kB/s","11.4 kB/s","625 MB/s","0 kB/s","1.02 GB/s","1680413430000"
"2023-04-02 12:30:35","0%","0%","0%","0.200%","0.200%","0.500%","3.10%","351 MiB","1.02 GB/s","0 kB/s","0 kB/s","622 MB/s","0 kB/s","1.02 GB/s","1680413435000"
"2023-04-02 12:30:40","0%","0%","0%","0.200%","0.200%","0.500%","3.10%","351 MiB","1.02 GB/s","0 kB/s","0 kB/s","622 MB/s","0 kB/s","1.02 GB/s","1680413440000"
"2023-04-02 12:30:45","0%","0%","0%","1.10%","1.50%","1.20%","2.80%","351 MiB","619 MB/s","0 kB/s","5.60 kB/s","398 MB/s","0 kB/s","622 MB/s","1680413445000"
"2023-04-02 12:30:50","0%","0%","0%","1.10%","1.50%","1.20%","2.80%","351 MiB","619 MB/s","0 kB/s","5.60 kB/s","398 MB/s","0 kB/s","622 MB/s","1680413450000"
"2023-04-02 12:30:55","0%","0%","0%","1.10%","2.70%","1.40%","1.60%","351 MiB","84.6 MB/s","0 kB/s","17.2 kB/s","76.5 MB/s","0 kB/s","87.3 MB/s","1680413455000"
"2023-04-02 12:31:00","0%","0%","0%","1.10%","2.70%","1.40%","1.60%","351 MiB","84.6 MB/s","0 kB/s","17.2 kB/s","76.5 MB/s","0 kB/s","87.3 MB/s","1680413460000"
"2023-04-02 12:31:05","0%","0%","0%","0.100%","0.300%","0.100%","0.300%","351 MiB","4.28 MB/s","0 kB/s","0 kB/s","2.80 MB/s","0 kB/s","4.31 MB/s","1680413465000"
"2023-04-02 12:31:10","0%","0%","0%","0.100%","0.300%","0.100%","0.300%","351 MiB","4.28 MB/s","0 kB/s","0 kB/s","2.80 MB/s","0 kB/s","4.31 MB/s","1680413470000"
"2023-04-02 12:31:15","0%","0%","0%","0.700%","1.40%","0.700%","2.50%","355 MiB","566 MB/s","0 kB/s","0 kB/s","357 MB/s","0 kB/s","568 MB/s","1680413475000"
"2023-04-02 12:31:20","0%","0%","0%","0.700%","1.40%","0.700%","2.50%","355 MiB","566 MB/s","0 kB/s","0 kB/s","357 MB/s","0 kB/s","568 MB/s","1680413480000"
"2023-04-02 12:31:25","0%","0%","0%","0.200%","0.500%","0.400%","1.60%","355 MiB","525 MB/s","0 kB/s","0 kB/s","322 MB/s","0 kB/s","525 MB/s","1680413485000"
"2023-04-02 12:31:30","0%","0%","0%","0.200%","0.500%","0.400%","1.60%","355 MiB","525 MB/s","0 kB/s","0 kB/s","322 MB/s","0 kB/s","525 MB/s","1680413490000"
"2023-04-02 12:31:35","0%","0%","0%","0.500%","0.800%","0.300%","0.800%","355 MiB","25.1 MB/s","0 kB/s","0 kB/s","22.4 MB/s","0 kB/s","25.8 MB/s","1680413495000"
"2023-04-02 12:31:40","0%","0%","0%","0.500%","0.800%","0.300%","0.800%","355 MiB","25.1 MB/s","0 kB/s","0 kB/s","22.4 MB/s","0 kB/s","25.8 MB/s","1680413500000"
"2023-04-02 12:31:45","0%","0%","0%","0.400%","0.600%","0.900%","1.60%","355 MiB","458 MB/s","0 kB/s","0 kB/s","289 MB/s","0 kB/s","459 MB/s","1680413505000"
"2023-04-02 12:31:50","0%","0%","0%","0.400%","0.600%","0.900%","1.60%","355 MiB","458 MB/s","0 kB/s","0 kB/s","289 MB/s","0 kB/s","459 MB/s","1680413510000"
"2023-04-02 12:31:55","0%","0%","0%","1.20%","1.20%","0.800%","2.60%","355 MiB","486 MB/s","0 kB/s","5.60 kB/s","321 MB/s","0 kB/s","488 MB/s","1680413515000"
