Time,iowait,irq,nice,softirq,steal,system,user,Used,br-10cd1f6f3899 receive,docker0 receive,eth0 receive,eth1 receive,lo receive,veth6750e95 receive
2023-04-02 11:30:10,0%,0%,0%,0.400%,1.10%,0.500%,1.80%,339 MiB,477 MB/s,0 kB/s,17.2 kB/s,299 MB/s,0 kB/s,478 MB/s
2023-04-02 11:30:15,0%,0%,0%,0%,0.1000%,0.100%,0.200%,339 MiB,2.77 MB/s,0 kB/s,75.1 kB/s,1.77 MB/s,0 kB/s,2.79 MB/s
2023-04-02 11:30:20,0%,0%,0%,0%,0.1000%,0.100%,0.200%,339 MiB,2.77 MB/s,0 kB/s,75.1 kB/s,1.77 MB/s,0 kB/s,2.79 MB/s
2023-04-02 11:30:25,0%,0%,0%,0.700%,1.000%,1.10%,2.80%,339 MiB,623 MB/s,0 kB/s,5.60 kB/s,400 MB/s,0 kB/s,625 MB/s
2023-04-02 11:30:30,0%,0%,0%,0.700%,1.000%,1.10%,2.80%,339 MiB,623 MB/s,0 kB/s,5.60 kB/s,400 MB/s,0 kB/s,625 MB/s
2023-04-02 11:30:35,0%,0%,0%,0%,0.200%,0.1000%,0.300%,339 MiB,2.30 MB/s,0 kB/s,5.80 kB/s,1.56 MB/s,0 kB/s,2.33 MB/s
2023-04-02 11:30:40,0%,0%,0%,0%,0.200%,0.1000%,0.300%,339 MiB,2.30 MB/s,0 kB/s,5.80 kB/s,1.56 MB/s,0 kB/s,2.33 MB/s
2023-04-02 11:30:45,0%,0%,0%,0.500%,0.600%,0.400%,0.700%,339 MiB,26.6 MB/s,0 kB/s,45 kB/s,24.8 MB/s,0 kB/s,27.5 MB/s
2023-04-02 11:30:50,0%,0%,0%,0.500%,0.600%,0.400%,0.700%,339 MiB,26.6 MB/s,0 kB/s,45 kB/s,24.8 MB/s,0 kB/s,27.5 MB/s
2023-04-02 11:30:55,0%,0%,0%,1.10%,2.80%,0.800%,2.10%,339 MiB,474 MB/s,0 kB/s,13.4 kB/s,315 MB/s,0 kB/s,476 MB/s
2023-04-02 11:31:00,0%,0%,0%,1.10%,2.80%,0.800%,2.10%,339 MiB,474 MB/s,0 kB/s,13.4 kB/s,315 MB/s,0 kB/s,476 MB/s
2023-04-02 11:31:05,0%,0%,0%,1.70%,4.30%,1.50%,2.00%,339 MiB,102 MB/s,0 kB/s,16.8 kB/s,78.5 MB/s,0 kB/s,105 MB/s
2023-04-02 11:31:10,0%,0%,0%,1.70%,4.30%,1.50%,2.00%,339 MiB,102 MB/s,0 kB/s,16.8 kB/s,78.5 MB/s,0 kB/s,105 MB/s
2023-04-02 11:31:15,0%,0%,0%,0.500%,0.600%,0.900%,3.50%,339 MiB,983 MB/s,0 kB/s,12.8 MB/s,600 MB/s,43.6 kB/s,984 MB/s
2023-04-02 11:31:20,0%,0%,0%,0.500%,0.600%,0.900%,3.50%,339 MiB,983 MB/s,0 kB/s,12.8 MB/s,600 MB/s,43.6 kB/s,984 MB/s
2023-04-02 11:31:25,0%,0%,0%,0.100%,0.200%,0.1000%,1.40%,339 MiB,475 MB/s,0 kB/s,11.8 kB/s,290 MB/s,20.8 kB/s,476 MB/s
2023-04-02 11:31:30,0%,0%,0%,0.100%,0.200%,0.1000%,1.40%,339 MiB,475 MB/s,0 kB/s,11.8 kB/s,290 MB/s,20.8 kB/s,476 MB/s
2023-04-02 11:31:35,0%,0%,0%,0.200%,0.200%,0.300%,1.60%,339 MiB,487 MB/s,0 kB/s,0 kB/s,298 MB/s,0 kB/s,488 MB/s
2023-04-02 11:31:40,0%,0%,0%,0.200%,0.200%,0.300%,1.60%,339 MiB,487 MB/s,0 kB/s,0 kB/s,298 MB/s,0 kB/s,488 MB/s
2023-04-02 11:31:45,0%,0%,0%,0.600%,1.000%,0.800%,0.800%,339 MiB,42.9 MB/s,0 kB/s,0 kB/s,38.6 MB/s,0 kB/s,44.3 MB/s
2023-04-02 11:31:50,0%,0%,0%,0.600%,1.000%,0.800%,0.800%,339 MiB,42.9 MB/s,0 kB/s,0 kB/s,38.6 MB/s,0 kB/s,44.3 MB/s
2023-04-02 11:31:55,0.1000%,0%,0%,0.200%,0.200%,0.100%,1.50%,339 MiB,543 MB/s,0 kB/s,0 kB/s,333 MB/s,0 kB/s,544 MB/s
2023-04-02 11:32:00,0.1000%,0%,0%,0.200%,0.200%,0.100%,1.50%,339 MiB,543 MB/s,0 kB/s,0 kB/s,333 MB/s,0 kB/s,544 MB/s
2023-04-02 11:32:05,0%,0%,0%,1.90%,3.20%,2.00%,2.70%,339 MiB,111 MB/s,0 kB/s,0 kB/s,101 MB/s,0 kB/s,115 MB/s
2023-04-02 11:32:10,0%,0%,0%,1.90%,3.20%,2.00%,2.70%,339 MiB,111 MB/s,0 kB/s,0 kB/s,101 MB/s,0 kB/s,115 MB/s
2023-04-02 11:32:15,0%,0%,0%,2.00%,2.80%,2.60%,6.30%,339 MiB,1.04 GB/s,0 kB/s,62.3 kB/s,944 MB/s,0 kB/s,1.04 GB/s
2023-04-02 11:32:20,0%,0%,0%,2.00%,2.80%,2.60%,6.30%,339 MiB,1.04 GB/s,0 kB/s,62.3 kB/s,944 MB/s,0 kB/s,1.04 GB/s
2023-04-02 11:32:25,0%,0%,0%,2.90%,4.70%,2.60%,9.30%,343 MiB,2.55 GB/s,0 kB/s,0 kB/s,1.63 GB/s,0 kB/s,2.56 GB/s
2023-04-02 11:32:30,0%,0%,0%,2.90%,4.70%,2.60%,9.30%,343 MiB,2.55 GB/s,0 kB/s,0 kB/s,1.63 GB/s,0 kB/s,2.56 GB/s
2023-04-02 11:32:35,0%,0%,0%,1.80%,2.90%,2.70%,9.30%,341 MiB,2.26 GB/s,0 kB/s,0 kB/s,1.34 GB/s,0 kB/s,2.26 GB/s
2023-04-02 11:32:40,0%,0%,0%,1.80%,2.90%,2.70%,9.30%,341 MiB,2.26 GB/s,0 kB/s,0 kB/s,1.34 GB/s,0 kB/s,2.26 GB/s
2023-04-02 11:32:45,0%,0%,0%,0.400%,0.600%,0.700%,3.30%,341 MiB,1.37 GB/s,0 kB/s,11.2 kB/s,613 MB/s,0 kB/s,1.37 GB/s
2023-04-02 11:32:50,0%,0%,0%,0.400%,0.600%,0.700%,3.30%,341 MiB,1.37 GB/s,0 kB/s,11.2 kB/s,613 MB/s,0 kB/s,1.37 GB/s
2023-04-02 11:32:55,0%,0%,0%,2.40%,2.90%,2.60%,9.50%,341 MiB,2.20 GB/s,0 kB/s,17.2 kB/s,1.41 GB/s,0 kB/s,2.21 GB/s
2023-04-02 11:33:00,0%,0%,0%,2.40%,2.90%,2.60%,9.50%,341 MiB,2.20 GB/s,0 kB/s,17.2 kB/s,1.41 GB/s,0 kB/s,2.21 GB/s
2023-04-02 11:33:05,0%,0%,0%,2.90%,3.30%,3.10%,5.30%,339 MiB,614 MB/s,0 kB/s,0 kB/s,427 MB/s,0 kB/s,620 MB/s
2023-04-02 11:33:10,0%,0%,0%,2.90%,3.30%,3.10%,5.30%,339 MiB,614 MB/s,0 kB/s,0 kB/s,427 MB/s,0 kB/s,620 MB/s
2023-04-02 11:33:15,0%,0%,0%,4.90%,8.20%,4.40%,7.60%,343 MiB,1.22 GB/s,0 kB/s,11.2 kB/s,816 MB/s,0 kB/s,1.23 GB/s
2023-04-02 11:33:20,0%,0%,0%,4.90%,8.20%,4.40%,7.60%,343 MiB,1.22 GB/s,0 kB/s,11.2 kB/s,816 MB/s,0 kB/s,1.23 GB/s
2023-04-02 11:33:25,0%,0%,0%,2.70%,4.70%,2.70%,10.1%,343 MiB,2.30 GB/s,0 kB/s,106 kB/s,1.45 GB/s,0 kB/s,2.31 GB/s
2023-04-02 11:33:30,0%,0%,0%,2.70%,4.70%,2.70%,10.1%,343 MiB,2.30 GB/s,0 kB/s,106 kB/s,1.45 GB/s,0 kB/s,2.31 GB/s
2023-04-02 11:33:35,0%,0%,0%,2.70%,3.70%,2.90%,8.10%,343 MiB,1.87 GB/s,0 kB/s,6 kB/s,1.35 GB/s,0 kB/s,1.88 GB/s
2023-04-02 11:33:40,0%,0%,0%,2.70%,3.70%,2.90%,8.10%,343 MiB,1.87 GB/s,0 kB/s,6 kB/s,1.35 GB/s,0 kB/s,1.88 GB/s
2023-04-02 11:33:45,0%,0%,0%,2.20%,2.50%,2.30%,6.00%,343 MiB,1.83 GB/s,0 kB/s,17 kB/s,990 MB/s,0 kB/s,1.83 GB/s
2023-04-02 11:33:50,0%,0%,0%,2.20%,2.50%,2.30%,6.00%,343 MiB,1.83 GB/s,0 kB/s,17 kB/s,990 MB/s,0 kB/s,1.83 GB/s
2023-04-02 11:33:55,0%,0%,0%,1.40%,2.20%,0.900%,4.50%,343 MiB,1.42 GB/s,0 kB/s,5.60 kB/s,890 MB/s,0 kB/s,1.42 GB/s
2023-04-02 11:34:00,0%,0%,0%,1.40%,2.20%,0.900%,4.50%,343 MiB,1.42 GB/s,0 kB/s,5.60 kB/s,890 MB/s,0 kB/s,1.42 GB/s
2023-04-02 11:34:05,0%,0%,0%,3.40%,3.80%,2.80%,5%,343 MiB,672 MB/s,0 kB/s,10.3 kB/s,453 MB/s,0 kB/s,678 MB/s
2023-04-02 11:34:10,0%,0%,0%,3.40%,3.80%,2.80%,5%,343 MiB,672 MB/s,0 kB/s,10.3 kB/s,453 MB/s,0 kB/s,678 MB/s
2023-04-02 11:34:15,0%,0%,0%,2.30%,2.80%,2.20%,3.30%,343 MiB,159 MB/s,0 kB/s,56.5 kB/s,153 MB/s,0 kB/s,164 MB/s
2023-04-02 11:34:20,0%,0%,0%,2.30%,2.80%,2.20%,3.30%,343 MiB,159 MB/s,0 kB/s,56.5 kB/s,153 MB/s,0 kB/s,164 MB/s
2023-04-02 11:34:25,0%,0%,0%,3.70%,5%,4.80%,7.40%,343 MiB,1.18 GB/s,0 kB/s,5.60 kB/s,802 MB/s,0 kB/s,1.19 GB/s
2023-04-02 11:34:30,0%,0%,0%,3.70%,5%,4.80%,7.40%,343 MiB,1.18 GB/s,0 kB/s,5.60 kB/s,802 MB/s,0 kB/s,1.19 GB/s
2023-04-02 11:34:35,0%,0%,0%,1.30%,1.70%,0.800%,4.30%,343 MiB,1.08 GB/s,0 kB/s,11.2 kB/s,681 MB/s,0 kB/s,1.08 GB/s
2023-04-02 11:34:40,0%,0%,0%,1.30%,1.70%,0.800%,4.30%,343 MiB,1.08 GB/s,0 kB/s,11.2 kB/s,681 MB/s,0 kB/s,1.08 GB/s
2023-04-02 11:34:45,0%,0%,0%,3.00%,4.30%,4.40%,7.40%,339 MiB,1.14 GB/s,0 kB/s,17 kB/s,770 MB/s,0 kB/s,1.15 GB/s
2023-04-02 11:34:50,0%,0%,0%,3.00%,4.30%,4.40%,7.40%,339 MiB,1.14 GB/s,0 kB/s,17 kB/s,770 MB/s,0 kB/s,1.15 GB/s
2023-04-02 11:34:55,0%,0%,0%,2.30%,3.20%,2.70%,7.00%,338 MiB,1.57 GB/s,0 kB/s,16.8 kB/s,1.01 GB/s,0 kB/s,1.57 GB/s
2023-04-02 11:35:00,0%,0%,0%,2.30%,3.20%,2.70%,7.00%,338 MiB,1.57 GB/s,0 kB/s,16.8 kB/s,1.01 GB/s,0 kB/s,1.57 GB/s
2023-04-02 11:35:05,0.1000%,0%,0%,6.50%,8.90%,4.40%,12.2%,340 MiB,2.29 GB/s,0 kB/s,17.2 kB/s,1.50 GB/s,0 kB/s,2.30 GB/s
2023-04-02 11:35:10,0.1000%,0%,0%,6.50%,8.90%,4.40%,12.2%,340 MiB,2.29 GB/s,0 kB/s,17.2 kB/s,1.50 GB/s,0 kB/s,2.30 GB/s
2023-04-02 11:35:15,0.100%,0%,0%,4.90%,7.30%,5.30%,8.30%,341 MiB,1.33 GB/s,0 kB/s,11.2 kB/s,921 MB/s,0 kB/s,1.34 GB/s
2023-04-02 11:35:20,0.100%,0%,0%,4.90%,7.30%,5.30%,8.30%,341 MiB,1.33 GB/s,0 kB/s,11.2 kB/s,921 MB/s,0 kB/s,1.34 GB/s
2023-04-02 11:35:25,0%,0%,0%,1.70%,2.60%,1.90%,7.40%,338 MiB,2.10 GB/s,0 kB/s,11.2 kB/s,1.29 GB/s,0 kB/s,2.10 GB/s
2023-04-02 11:35:30,0%,0%,0%,1.70%,2.60%,1.90%,7.40%,338 MiB,2.10 GB/s,0 kB/s,11.2 kB/s,1.29 GB/s,0 kB/s,2.10 GB/s
2023-04-02 11:35:35,0.300%,0%,0%,1.70%,4.50%,2.90%,9.40%,336 MiB,1.89 GB/s,0 kB/s,24.5 MB/s,1.20 GB/s,120 kB/s,1.90 GB/s
2023-04-02 11:35:40,0.300%,0%,0%,1.70%,4.50%,2.90%,9.40%,336 MiB,1.89 GB/s,0 kB/s,24.5 MB/s,1.20 GB/s,120 kB/s,1.90 GB/s
2023-04-02 11:35:45,0%,0%,0%,2.30%,3.80%,2.50%,6.70%,336 MiB,1.66 GB/s,0 kB/s,26.8 kB/s,1.05 GB/s,0 kB/s,1.66 GB/s
2023-04-02 11:35:50,0%,0%,0%,2.30%,3.80%,2.50%,6.70%,336 MiB,1.66 GB/s,0 kB/s,26.8 kB/s,1.05 GB/s,0 kB/s,1.66 GB/s
2023-04-02 11:35:55,0%,0%,0%,4.30%,5.60%,4.50%,11.4%,336 MiB,2.23 GB/s,0 kB/s,11.2 kB/s,1.45 GB/s,0 kB/s,2.24 GB/s
2023-04-02 11:36:00,0%,0%,0%,4.30%,5.60%,4.50%,11.4%,336 MiB,2.23 GB/s,0 kB/s,11.2 kB/s,1.45 GB/s,0 kB/s,2.24 GB/s
2023-04-02 11:36:05,0%,0%,0%,7.00%,11.3%,5.70%,11.8%,336 MiB,1.49 GB/s,0 kB/s,11.2 kB/s,1.04 GB/s,0 kB/s,1.51 GB/s
2023-04-02 11:36:10,0%,0%,0%,7.00%,11.3%,5.70%,11.8%,336 MiB,1.49 GB/s,0 kB/s,11.2 kB/s,1.04 GB/s,0 kB/s,1.51 GB/s
2023-04-02 11:36:15,0.100%,0%,0%,4.40%,6.50%,4.80%,15%,336 MiB,3.66 GB/s,0 kB/s,56.5 kB/s,2.30 GB/s,0 kB/s,3.67 GB/s
2023-04-02 11:36:20,0.100%,0%,0%,4.40%,6.50%,4.80%,15%,336 MiB,3.66 GB/s,0 kB/s,56.5 kB/s,2.30 GB/s,0 kB/s,3.67 GB/s
2023-04-02 11:36:25,0%,0%,0%,6.90%,8.40%,6.60%,18.6%,340 MiB,3.69 GB/s,0 kB/s,11.2 kB/s,2.89 GB/s,0 kB/s,3.71 GB/s
2023-04-02 11:36:30,0%,0%,0%,6.90%,8.40%,6.60%,18.6%,340 MiB,3.69 GB/s,0 kB/s,11.2 kB/s,2.89 GB/s,0 kB/s,3.71 GB/s
2023-04-02 11:36:35,0%,0%,0%,9.60%,8.60%,6.60%,22.9%,346 MiB,6.15 GB/s,0 kB/s,0 kB/s,3.69 GB/s,0 kB/s,6.17 GB/s
2023-04-02 11:36:40,0%,0%,0%,9.60%,8.60%,6.60%,22.9%,346 MiB,6.15 GB/s,0 kB/s,0 kB/s,3.69 GB/s,0 kB/s,6.17 GB/s
2023-04-02 11:36:45,0%,0%,0%,8.20%,11.2%,7.10%,21.1%,356 MiB,5.33 GB/s,0 kB/s,145 kB/s,3.44 GB/s,0 kB/s,5.34 GB/s
2023-04-02 11:36:50,0%,0%,0%,8.20%,11.2%,7.10%,21.1%,356 MiB,5.33 GB/s,0 kB/s,145 kB/s,3.44 GB/s,0 kB/s,5.34 GB/s
2023-04-02 11:36:55,0%,0%,0%,5.10%,5.30%,5.80%,23.4%,353 MiB,7.23 GB/s,0 kB/s,28.4 kB/s,4.19 GB/s,0 kB/s,7.24 GB/s
2023-04-02 11:37:00,0%,0%,0%,5.10%,5.30%,5.80%,23.4%,353 MiB,7.23 GB/s,0 kB/s,28.4 kB/s,4.19 GB/s,0 kB/s,7.24 GB/s
2023-04-02 11:37:05,0%,0%,0%,9.90%,10.4%,6.70%,17.6%,349 MiB,3.55 GB/s,0 kB/s,29.8 kB/s,2.31 GB/s,0 kB/s,3.57 GB/s
2023-04-02 11:37:10,0%,0%,0%,9.90%,10.4%,6.70%,17.6%,349 MiB,3.55 GB/s,0 kB/s,29.8 kB/s,2.31 GB/s,0 kB/s,3.57 GB/s
2023-04-02 11:37:15,0%,0%,0%,8.80%,7.20%,7.70%,21.0%,349 MiB,4.52 GB/s,0 kB/s,5.60 kB/s,2.95 GB/s,0 kB/s,4.54 GB/s
2023-04-02 11:37:20,0%,0%,0%,8.80%,7.20%,7.70%,21.0%,349 MiB,4.52 GB/s,0 kB/s,5.60 kB/s,2.95 GB/s,0 kB/s,4.54 GB/s
2023-04-02 11:37:25,0%,0%,0%,6.90%,6.70%,6.00%,19.1%,353 MiB,4.65 GB/s,0 kB/s,16.8 kB/s,2.97 GB/s,0 kB/s,4.67 GB/s
2023-04-02 11:37:30,0%,0%,0%,6.90%,6.70%,6.00%,19.1%,353 MiB,4.65 GB/s,0 kB/s,16.8 kB/s,2.97 GB/s,0 kB/s,4.67 GB/s
2023-04-02 11:37:35,0%,0%,0%,8.40%,8.90%,6.10%,20.8%,351 MiB,5.27 GB/s,0 kB/s,5.60 kB/s,3.39 GB/s,0 kB/s,5.29 GB/s
2023-04-02 11:37:40,0%,0%,0%,8.40%,8.90%,6.10%,20.8%,351 MiB,5.27 GB/s,0 kB/s,5.60 kB/s,3.39 GB/s,0 kB/s,5.29 GB/s
2023-04-02 11:37:45,0%,0%,0%,8.80%,8.60%,8.30%,21.1%,351 MiB,4.98 GB/s,0 kB/s,34 kB/s,3.21 GB/s,0 kB/s,5.00 GB/s
2023-04-02 11:37:50,0%,0%,0%,8.80%,8.60%,8.30%,21.1%,351 MiB,4.98 GB/s,0 kB/s,34 kB/s,3.21 GB/s,0 kB/s,5.00 GB/s
2023-04-02 11:37:55,0%,0%,0%,9.70%,11.1%,7.50%,16.9%,359 MiB,3.44 GB/s,0 kB/s,16.8 kB/s,2.26 GB/s,0 kB/s,3.46 GB/s
2023-04-02 11:38:00,0%,0%,0%,9.70%,11.1%,7.50%,16.9%,359 MiB,3.44 GB/s,0 kB/s,16.8 kB/s,2.26 GB/s,0 kB/s,3.46 GB/s
2023-04-02 11:38:05,0%,0%,0%,5.30%,9.20%,5.70%,17.7%,356 MiB,4.29 GB/s,0 kB/s,0 kB/s,2.68 GB/s,0 kB/s,4.30 GB/s
2023-04-02 11:38:10,0%,0%,0%,5.30%,9.20%,5.70%,17.7%,356 MiB,4.29 GB/s,0 kB/s,0 kB/s,2.68 GB/s,0 kB/s,4.30 GB/s
2023-04-02 11:38:15,0%,0%,0%,6.40%,7.80%,6.70%,17.5%,348 MiB,4.33 GB/s,0 kB/s,56.5 kB/s,2.81 GB/s,0 kB/s,4.34 GB/s
2023-04-02 11:38:20,0%,0%,0%,6.40%,7.80%,6.70%,17.5%,348 MiB,4.33 GB/s,0 kB/s,56.5 kB/s,2.81 GB/s,0 kB/s,4.34 GB/s
2023-04-02 11:38:25,0%,0%,0%,8.40%,8.90%,8.60%,16.4%,348 MiB,3.48 GB/s,0 kB/s,0 kB/s,2.26 GB/s,0 kB/s,3.50 GB/s
2023-04-02 11:38:30,0%,0%,0%,8.40%,8.90%,8.60%,16.4%,348 MiB,3.48 GB/s,0 kB/s,0 kB/s,2.26 GB/s,0 kB/s,3.50 GB/s
2023-04-02 11:38:35,0%,0%,0%,8.30%,8.80%,7.00%,17.7%,356 MiB,3.87 GB/s,0 kB/s,28 kB/s,2.52 GB/s,0 kB/s,3.89 GB/s
2023-04-02 11:38:40,0%,0%,0%,8.30%,8.80%,7.00%,17.7%,356 MiB,3.87 GB/s,0 kB/s,28 kB/s,2.52 GB/s,0 kB/s,3.89 GB/s
2023-04-02 11:38:45,0%,0%,0%,9.30%,7.40%,8.30%,20.9%,349 MiB,4.03 GB/s,0 kB/s,17.2 kB/s,2.67 GB/s,0 kB/s,4.06 GB/s
2023-04-02 11:38:50,0%,0%,0%,9.30%,7.40%,8.30%,20.9%,349 MiB,4.03 GB/s,0 kB/s,17.2 kB/s,2.67 GB/s,0 kB/s,4.06 GB/s
2023-04-02 11:38:55,0%,0%,0%,4.20%,3.70%,4.70%,11.4%,348 MiB,2.24 GB/s,0 kB/s,0 kB/s,1.53 GB/s,0 kB/s,2.25 GB/s
2023-04-02 11:39:00,0%,0%,0%,4.20%,3.70%,4.70%,11.4%,348 MiB,2.24 GB/s,0 kB/s,0 kB/s,1.53 GB/s,0 kB/s,2.25 GB/s
2023-04-02 11:39:05,0%,0%,0%,3.70%,6.80%,3.60%,11.1%,348 MiB,2.93 GB/s,0 kB/s,17.2 kB/s,1.77 GB/s,0 kB/s,2.94 GB/s
2023-04-02 11:39:10,0%,0%,0%,3.70%,6.80%,3.60%,11.1%,348 MiB,2.93 GB/s,0 kB/s,17.2 kB/s,1.77 GB/s,0 kB/s,2.94 GB/s
2023-04-02 11:39:15,0%,0%,0%,6.60%,6.20%,7.00%,12.2%,348 MiB,2.45 GB/s,0 kB/s,17 kB/s,1.65 GB/s,0 kB/s,2.47 GB/s
2023-04-02 11:39:20,0%,0%,0%,6.60%,6.20%,7.00%,12.2%,348 MiB,2.45 GB/s,0 kB/s,17 kB/s,1.65 GB/s,0 kB/s,2.47 GB/s
2023-04-02 11:39:25,0%,0%,0%,6.30%,5.50%,4.80%,17.1%,348 MiB,4.30 GB/s,0 kB/s,0 kB/s,2.76 GB/s,0 kB/s,4.32 GB/s
2023-04-02 11:39:30,0%,0%,0%,6.30%,5.50%,4.80%,17.1%,348 MiB,4.30 GB/s,0 kB/s,0 kB/s,2.76 GB/s,0 kB/s,4.32 GB/s
2023-04-02 11:39:35,0%,0%,0%,4.10%,3.50%,3.40%,13.7%,352 MiB,3.70 GB/s,0 kB/s,5.80 kB/s,2.30 GB/s,0 kB/s,3.71 GB/s
2023-04-02 11:39:40,0%,0%,0%,4.10%,3.50%,3.40%,13.7%,352 MiB,3.70 GB/s,0 kB/s,5.80 kB/s,2.30 GB/s,0 kB/s,3.71 GB/s
2023-04-02 11:39:45,0%,0%,0%,3.30%,3.80%,3.10%,15.5%,350 MiB,4.62 GB/s,0 kB/s,5.60 kB/s,2.89 GB/s,0 kB/s,4.62 GB/s
2023-04-02 11:39:50,0%,0%,0%,3.30%,3.80%,3.10%,15.5%,350 MiB,4.62 GB/s,0 kB/s,5.60 kB/s,2.89 GB/s,0 kB/s,4.62 GB/s
2023-04-02 11:39:55,0%,0%,0%,6.30%,8.80%,5.90%,14.2%,346 MiB,2.82 GB/s,0 kB/s,28.4 kB/s,2.13 GB/s,0 kB/s,2.83 GB/s
2023-04-02 11:40:00,0%,0%,0%,6.30%,8.80%,5.90%,14.2%,346 MiB,2.82 GB/s,0 kB/s,28.4 kB/s,2.13 GB/s,0 kB/s,2.83 GB/s
2023-04-02 11:40:05,0%,0%,0%,4.00%,8.60%,3.90%,16.5%,346 MiB,4.55 GB/s,0 kB/s,22.4 kB/s,2.53 GB/s,0 kB/s,4.55 GB/s
2023-04-02 11:40:10,0%,0%,0%,4.00%,8.60%,3.90%,16.5%,346 MiB,4.55 GB/s,0 kB/s,22.4 kB/s,2.53 GB/s,0 kB/s,4.55 GB/s
2023-04-02 11:40:15,0%,0%,0%,5.90%,8.80%,4.60%,15.7%,346 MiB,3.86 GB/s,0 kB/s,78.9 kB/s,2.57 GB/s,0 kB/s,3.88 GB/s
2023-04-02 11:40:20,0%,0%,0%,5.90%,8.80%,4.60%,15.7%,346 MiB,3.86 GB/s,0 kB/s,78.9 kB/s,2.57 GB/s,0 kB/s,3.88 GB/s
2023-04-02 11:40:25,0%,0%,0%,5.80%,7.50%,5.10%,12.8%,346 MiB,3.44 GB/s,0 kB/s,11.2 kB/s,2.07 GB/s,0 kB/s,3.45 GB/s
2023-04-02 11:40:30,0%,0%,0%,5.80%,7.50%,5.10%,12.8%,346 MiB,3.44 GB/s,0 kB/s,11.2 kB/s,2.07 GB/s,0 kB/s,3.45 GB/s
2023-04-02 11:40:35,0%,0%,0%,4.30%,6.40%,5.60%,12.4%,346 MiB,2.89 GB/s,0 kB/s,0 kB/s,2.05 GB/s,0 kB/s,2.90 GB/s
2023-04-02 11:40:40,0%,0%,0%,4.30%,6.40%,5.60%,12.4%,346 MiB,2.89 GB/s,0 kB/s,0 kB/s,2.05 GB/s,0 kB/s,2.90 GB/s
2023-04-02 11:40:45,0%,0%,0%,2.00%,2.40%,2.20%,6.70%,346 MiB,2.08 GB/s,0 kB/s,11.6 kB/s,1.08 GB/s,0 kB/s,2.09 GB/s
2023-04-02 11:40:50,0%,0%,0%,2.00%,2.40%,2.20%,6.70%,346 MiB,2.08 GB/s,0 kB/s,11.6 kB/s,1.08 GB/s,0 kB/s,2.09 GB/s
2023-04-02 11:40:55,0%,0%,0%,2.60%,4.00%,3.40%,8.70%,354 MiB,2.18 GB/s,0 kB/s,0 kB/s,1.40 GB/s,0 kB/s,2.19 GB/s
2023-04-02 11:41:00,0%,0%,0%,2.60%,4.00%,3.40%,8.70%,354 MiB,2.18 GB/s,0 kB/s,0 kB/s,1.40 GB/s,0 kB/s,2.19 GB/s
2023-04-02 11:41:05,0%,0%,0%,3.10%,4.40%,4.00%,12.3%,354 MiB,2.97 GB/s,0 kB/s,13 kB/s,1.93 GB/s,0 kB/s,2.98 GB/s
2023-04-02 11:41:10,0%,0%,0%,3.10%,4.40%,4.00%,12.3%,354 MiB,2.97 GB/s,0 kB/s,13 kB/s,1.93 GB/s,0 kB/s,2.98 GB/s
2023-04-02 11:41:15,0%,0%,0%,3.90%,6.10%,3.80%,17.0%,349 MiB,4.43 GB/s,0 kB/s,6 kB/s,2.70 GB/s,0 kB/s,4.44 GB/s
2023-04-02 11:41:20,0%,0%,0%,3.90%,6.10%,3.80%,17.0%,349 MiB,4.43 GB/s,0 kB/s,6 kB/s,2.70 GB/s,0 kB/s,4.44 GB/s
2023-04-02 11:41:25,0%,0%,0%,5.50%,8.60%,5%,15.5%,349 MiB,3.80 GB/s,0 kB/s,0 kB/s,2.43 GB/s,0 kB/s,3.81 GB/s
2023-04-02 11:41:30,0%,0%,0%,5.50%,8.60%,5%,15.5%,349 MiB,3.80 GB/s,0 kB/s,0 kB/s,2.43 GB/s,0 kB/s,3.81 GB/s
2023-04-02 11:41:35,0%,0%,0%,5.40%,7.00%,5%,14.6%,349 MiB,3.62 GB/s,0 kB/s,23.4 kB/s,2.30 GB/s,0 kB/s,3.63 GB/s
2023-04-02 11:41:40,0%,0%,0%,5.40%,7.00%,5%,14.6%,349 MiB,3.62 GB/s,0 kB/s,23.4 kB/s,2.30 GB/s,0 kB/s,3.63 GB/s
2023-04-02 11:41:45,0%,0%,0%,5.10%,7.40%,3.50%,10.3%,349 MiB,2.27 GB/s,0 kB/s,7 kB/s,1.42 GB/s,0 kB/s,2.28 GB/s
2023-04-02 11:41:50,0%,0%,0%,5.10%,7.40%,3.50%,10.3%,349 MiB,2.27 GB/s,0 kB/s,7 kB/s,1.42 GB/s,0 kB/s,2.28 GB/s
2023-04-02 11:41:55,0%,0%,0%,6.00%,8.40%,5.70%,8.70%,349 MiB,845 MB/s,0 kB/s,11.2 kB/s,642 MB/s,0 kB/s,857 MB/s
2023-04-02 11:42:00,0%,0%,0%,6.00%,8.40%,5.70%,8.70%,349 MiB,845 MB/s,0 kB/s,11.2 kB/s,642 MB/s,0 kB/s,857 MB/s
2023-04-02 11:42:05,0%,0%,0%,3.90%,5.60%,3.50%,12.3%,349 MiB,3.12 GB/s,0 kB/s,11.6 kB/s,1.94 GB/s,0 kB/s,3.13 GB/s
