"Time","Timestamp","iowait","irq","nice","softirq","steal","system","user","Used","Buffer","Cached","Free","br-10cd1f6f3899 receive","docker0 receive","eth0 receive","eth1 receive","lo receive","veth6750e95 receive","br-10cd1f6f3899 transmit","docker0 transmit","eth0 transmit","eth1 transmit","lo transmit","veth6750e95 transmit"
"2023-04-16 15:29:35","1681633775000","0%","0%","0%","2.90%","1.60%","3.20%","15.5%","372 MiB","34.3 MiB","416 MiB","148 MiB","4.11 GB/s","0 kB/s","61.8 kB/s","2.86 GB/s","0 kB/s","4.12 GB/s","2.86 GB/s","0 kB/s","46.2 kB/s","4.12 GB/s","0 kB/s","2.86 GB/s"
"2023-04-16 15:29:40","1681633780000","0%","0%","0%","2.30%","1.80%","2.60%","12.9%","372 MiB","34.3 MiB","416 MiB","148 MiB","4.10 GB/s","0 kB/s","0 kB/s","2.28 GB/s","0 kB/s","4.11 GB/s","2.28 GB/s","0 kB/s","0 kB/s","4.11 GB/s","0 kB/s","2.28 GB/s"
"2023-04-16 15:29:45","1681633785000","0%","0%","0%","2.30%","1.80%","2.60%","12.9%","372 MiB","34.3 MiB","416 MiB","148 MiB","4.10 GB/s","0 kB/s","0 kB/s","2.28 GB/s","0 kB/s","4.11 GB/s","2.28 GB/s","0 kB/s","0 kB/s","4.11 GB/s","0 kB/s","2.28 GB/s"
"2023-04-16 15:29:50","1681633790000","0%","0%","0%","3.60%","2.50%","4.40%","10.9%","372 MiB","34.3 MiB","416 MiB","148 MiB","2.81 GB/s","0 kB/s","5.80 kB/s","1.84 GB/s","0 kB/s","2.83 GB/s","1.84 GB/s","0 kB/s","5.40 kB/s","2.83 GB/s","0 kB/s","1.84 GB/s"
"2023-04-16 15:29:55","1681633795000","0%","0%","0%","3.60%","2.50%","4.40%","10.9%","372 MiB","34.3 MiB","416 MiB","148 MiB","2.81 GB/s","0 kB/s","5.80 kB/s","1.84 GB/s","0 kB/s","2.83 GB/s","1.84 GB/s","0 kB/s","5.40 kB/s","2.83 GB/s","0 kB/s","1.84 GB/s"
"2023-04-16 15:30:00","1681633800000","0%","0%","0%","2.40%","0.900%","2.60%","11.1%","373 MiB","34.3 MiB","416 MiB","146 MiB","3.96 GB/s","0 kB/s","56.5 kB/s","2.49 GB/s","0 kB/s","3.97 GB/s","2.49 GB/s","0 kB/s","290 kB/s","3.97 GB/s","0 kB/s","2.49 GB/s"
"2023-04-16 15:30:05","1681633805000","0%","0%","0%","2.40%","0.900%","2.60%","11.1%","373 MiB","34.3 MiB","416 MiB","146 MiB","3.96 GB/s","0 kB/s","56.5 kB/s","2.49 GB/s","0 kB/s","3.97 GB/s","2.49 GB/s","0 kB/s","290 kB/s","3.97 GB/s","0 kB/s","2.49 GB/s"
"2023-04-16 15:30:10","1681633810000","0%","0%","0%","3.80%","3.00%","4.00%","9.10%","371 MiB","34.3 MiB","416 MiB","148 MiB","2.13 GB/s","0 kB/s","25.8 kB/s","1.43 GB/s","0 kB/s","2.15 GB/s","1.43 GB/s","0 kB/s","24 kB/s","2.15 GB/s","0 kB/s","1.43 GB/s"
"2023-04-16 15:30:15","1681633815000","0%","0%","0%","3.80%","3.00%","4.00%","9.10%","371 MiB","34.3 MiB","416 MiB","148 MiB","2.13 GB/s","0 kB/s","25.8 kB/s","1.43 GB/s","0 kB/s","2.15 GB/s","1.43 GB/s","0 kB/s","24 kB/s","2.15 GB/s","0 kB/s","1.43 GB/s"
"2023-04-16 15:30:20","1681633820000","0%","0%","0%","3.20%","1.00%","2.90%","3.80%","371 MiB","34.3 MiB","416 MiB","148 MiB","187 MB/s","0 kB/s","33.6 kB/s","173 MB/s","0 kB/s","195 MB/s","173 MB/s","0 kB/s","30 kB/s","196 MB/s","0 kB/s","173 MB/s"
"2023-04-16 15:30:25","1681633825000","0%","0%","0%","3.20%","1.00%","2.90%","3.80%","371 MiB","34.3 MiB","416 MiB","148 MiB","187 MB/s","0 kB/s","33.6 kB/s","173 MB/s","0 kB/s","195 MB/s","173 MB/s","0 kB/s","30 kB/s","196 MB/s","0 kB/s","173 MB/s"
"2023-04-16 15:30:30","1681633830000","0%","0%","0%","4.10%","1.40%","4.50%","8.80%","371 MiB","34.3 MiB","416 MiB","148 MiB","733 MB/s","0 kB/s","33.6 kB/s","498 MB/s","0 kB/s","741 MB/s","498 MB/s","0 kB/s","30.4 kB/s","742 MB/s","0 kB/s","498 MB/s"
"2023-04-16 15:30:35","1681633835000","0%","0%","0%","4.10%","1.40%","4.50%","8.80%","371 MiB","34.3 MiB","416 MiB","148 MiB","733 MB/s","0 kB/s","33.6 kB/s","498 MB/s","0 kB/s","741 MB/s","498 MB/s","0 kB/s","30.4 kB/s","742 MB/s","0 kB/s","498 MB/s"
"2023-04-16 15:30:40","1681633840000","0%","0%","0%","4.90%","0.800%","4.80%","10.9%","369 MiB","34.3 MiB","416 MiB","151 MiB","716 MB/s","0 kB/s","11.2 kB/s","1.76 GB/s","0 kB/s","725 MB/s","1.76 GB/s","0 kB/s","10.4 kB/s","726 MB/s","0 kB/s","1.76 GB/s"
"2023-04-16 15:30:45","1681633845000","0%","0%","0%","4.90%","0.800%","4.80%","10.9%","369 MiB","34.3 MiB","416 MiB","151 MiB","716 MB/s","0 kB/s","11.2 kB/s","1.76 GB/s","0 kB/s","725 MB/s","1.76 GB/s","0 kB/s","10.4 kB/s","726 MB/s","0 kB/s","1.76 GB/s"
"2023-04-16 15:30:50","1681633850000","0%","0%","0%","6.90%","1.00%","8.00%","12.4%","365 MiB","34.3 MiB","416 MiB","154 MiB","273 MB/s","0 kB/s","11.8 kB/s","253 MB/s","0 kB/s","282 MB/s","253 MB/s","0 kB/s","9.60 kB/s","283 MB/s","0 kB/s","253 MB/s"
"2023-04-16 15:30:55","1681633855000","0%","0%","0%","6.90%","1.00%","8.00%","12.4%","365 MiB","34.3 MiB","416 MiB","154 MiB","273 MB/s","0 kB/s","11.8 kB/s","253 MB/s","0 kB/s","282 MB/s","253 MB/s","0 kB/s","9.60 kB/s","283 MB/s","0 kB/s","253 MB/s"
"2023-04-16 15:31:00","1681633860000","0%","0%","0%","5.40%","1.70%","8.20%","14.7%","365 MiB","34.3 MiB","416 MiB","154 MiB","207 MB/s","0 kB/s","0 kB/s","209 MB/s","0 kB/s","216 MB/s","209 MB/s","0 kB/s","0 kB/s","217 MB/s","0 kB/s","209 MB/s"
"2023-04-16 15:31:05","1681633865000","0%","0%","0%","5.40%","1.70%","8.20%","14.7%","365 MiB","34.3 MiB","416 MiB","154 MiB","207 MB/s","0 kB/s","0 kB/s","209 MB/s","0 kB/s","216 MB/s","209 MB/s","0 kB/s","0 kB/s","217 MB/s","0 kB/s","209 MB/s"
"2023-04-16 15:31:10","1681633870000","0%","0%","0%","5.50%","1.70%","6.70%","9.10%","365 MiB","34.3 MiB","416 MiB","154 MiB","697 MB/s","0 kB/s","22.4 kB/s","525 MB/s","0 kB/s","706 MB/s","525 MB/s","0 kB/s","20.4 kB/s","707 MB/s","0 kB/s","525 MB/s"
"2023-04-16 15:31:15","1681633875000","0%","0%","0%","5.50%","1.70%","6.70%","9.10%","365 MiB","34.3 MiB","416 MiB","154 MiB","697 MB/s","0 kB/s","22.4 kB/s","525 MB/s","0 kB/s","706 MB/s","525 MB/s","0 kB/s","20.4 kB/s","707 MB/s","0 kB/s","525 MB/s"
"2023-04-16 15:31:20","1681633880000","0%","0%","0%","6.20%","2.30%","5.30%","10%","377 MiB","34.3 MiB","416 MiB","142 MiB","1.48 GB/s","0 kB/s","41.2 kB/s","1.19 GB/s","0 kB/s","1.49 GB/s","1.19 GB/s","0 kB/s","35.8 kB/s","1.50 GB/s","0 kB/s","1.19 GB/s"
"2023-04-16 15:31:25","1681633885000","0%","0%","0%","6.20%","2.30%","5.30%","10%","377 MiB","34.3 MiB","416 MiB","142 MiB","1.48 GB/s","0 kB/s","41.2 kB/s","1.19 GB/s","0 kB/s","1.49 GB/s","1.19 GB/s","0 kB/s","35.8 kB/s","1.50 GB/s","0 kB/s","1.19 GB/s"
"2023-04-16 15:31:30","1681633890000","0%","0%","0%","0.900%","0.400%","1.20%","3.60%","377 MiB","34.3 MiB","416 MiB","142 MiB","985 MB/s","0 kB/s","47.2 kB/s","623 MB/s","0 kB/s","988 MB/s","623 MB/s","0 kB/s","40 kB/s","989 MB/s","0 kB/s","623 MB/s"
"2023-04-16 15:31:35","1681633895000","0%","0%","0%","0.900%","0.400%","1.20%","3.60%","377 MiB","34.3 MiB","416 MiB","142 MiB","985 MB/s","0 kB/s","47.2 kB/s","623 MB/s","0 kB/s","988 MB/s","623 MB/s","0 kB/s","40 kB/s","989 MB/s","0 kB/s","623 MB/s"
"2023-04-16 15:31:40","1681633900000","0%","0%","0%","1.000%","0.900%","1.90%","5.20%","377 MiB","34.3 MiB","416 MiB","142 MiB","1.21 GB/s","0 kB/s","5.60 kB/s","781 MB/s","0 kB/s","1.21 GB/s","781 MB/s","0 kB/s","5 kB/s","1.21 GB/s","0 kB/s","781 MB/s"
"2023-04-16 15:31:45","1681633905000","0%","0%","0%","1.000%","0.900%","1.90%","5.20%","377 MiB","34.3 MiB","416 MiB","142 MiB","1.21 GB/s","0 kB/s","5.60 kB/s","781 MB/s","0 kB/s","1.21 GB/s","781 MB/s","0 kB/s","5 kB/s","1.21 GB/s","0 kB/s","781 MB/s"
"2023-04-16 15:31:50","1681633910000","0%","0%","0%","1.40%","0.900%","1.70%","3.60%","377 MiB","34.3 MiB","416 MiB","142 MiB","926 MB/s","0 kB/s","0 kB/s","706 MB/s","0 kB/s","931 MB/s","706 MB/s","0 kB/s","0 kB/s","932 MB/s","0 kB/s","706 MB/s"
"2023-04-16 15:31:55","1681633915000","0%","0%","0%","1.40%","0.900%","1.70%","3.60%","377 MiB","34.3 MiB","416 MiB","142 MiB","926 MB/s","0 kB/s","0 kB/s","706 MB/s","0 kB/s","931 MB/s","706 MB/s","0 kB/s","0 kB/s","932 MB/s","0 kB/s","706 MB/s"
"2023-04-16 15:32:00","1681633920000","0%","0%","0%","0.700%","0.400%","1.40%","1.40%","377 MiB","34.3 MiB","416 MiB","142 MiB","263 MB/s","0 kB/s","62.3 kB/s","96.1 MB/s","0 kB/s","267 MB/s","96.1 MB/s","0 kB/s","293 kB/s","268 MB/s","0 kB/s","96.1 MB/s"
"2023-04-16 15:32:05","1681633925000","0%","0%","0%","0.700%","0.400%","1.40%","1.40%","377 MiB","34.3 MiB","416 MiB","142 MiB","263 MB/s","0 kB/s","62.3 kB/s","96.1 MB/s","0 kB/s","267 MB/s","96.1 MB/s","0 kB/s","293 kB/s","268 MB/s","0 kB/s","96.1 MB/s"
"2023-04-16 15:32:10","1681633930000","0%","0%","0%","0.500%","0.300%","0.800%","2.50%","377 MiB","34.3 MiB","416 MiB","142 MiB","616 MB/s","0 kB/s","44.8 kB/s","393 MB/s","0 kB/s","618 MB/s","393 MB/s","0 kB/s","40 kB/s","619 MB/s","0 kB/s","393 MB/s"
"2023-04-16 15:32:15","1681633935000","0%","0%","0%","0.500%","0.300%","0.800%","2.50%","377 MiB","34.3 MiB","416 MiB","142 MiB","616 MB/s","0 kB/s","44.8 kB/s","393 MB/s","0 kB/s","618 MB/s","393 MB/s","0 kB/s","40 kB/s","619 MB/s","0 kB/s","393 MB/s"
"2023-04-16 15:32:20","1681633940000","0%","0%","0%","1.90%","0.800%","2.70%","4.60%","377 MiB","34.3 MiB","416 MiB","142 MiB","740 MB/s","0 kB/s","5.60 kB/s","516 MB/s","0 kB/s","747 MB/s","516 MB/s","0 kB/s","5 kB/s","748 MB/s","0 kB/s","516 MB/s"
"2023-04-16 15:32:25","1681633945000","0%","0%","0%","1.90%","0.800%","2.70%","4.60%","377 MiB","34.3 MiB","416 MiB","142 MiB","740 MB/s","0 kB/s","5.60 kB/s","516 MB/s","0 kB/s","747 MB/s","516 MB/s","0 kB/s","5 kB/s","748 MB/s","0 kB/s","516 MB/s"
"2023-04-16 15:32:30","1681633950000","0%","0%","0%","0.800%","0.600%","1.00%","3.90%","377 MiB","34.3 MiB","416 MiB","142 MiB","1.12 GB/s","0 kB/s","28 kB/s","711 MB/s","0 kB/s","1.12 GB/s","711 MB/s","0 kB/s","25 kB/s","1.12 GB/s","0 kB/s","711 MB/s"
"2023-04-16 15:32:35","1681633955000","0%","0%","0%","0.800%","0.600%","1.00%","3.90%","377 MiB","34.3 MiB","416 MiB","142 MiB","1.12 GB/s","0 kB/s","28 kB/s","711 MB/s","0 kB/s","1.12 GB/s","711 MB/s","0 kB/s","25 kB/s","1.12 GB/s","0 kB/s","711 MB/s"
"2023-04-16 15:32:40","1681633960000","0%","0%","0%","1.90%","0.900%","1.90%","6.90%","377 MiB","34.3 MiB","416 MiB","142 MiB","1.96 GB/s","0 kB/s","24.2 kB/s","1.22 GB/s","0 kB/s","1.96 GB/s","1.22 GB/s","0 kB/s","24.8 kB/s","1.96 GB/s","0 kB/s","1.22 GB/s"
"2023-04-16 15:32:45","1681633965000","0%","0%","0%","1.90%","0.900%","1.90%","6.90%","377 MiB","34.3 MiB","416 MiB","142 MiB","1.96 GB/s","0 kB/s","24.2 kB/s","1.22 GB/s","0 kB/s","1.96 GB/s","1.22 GB/s","0 kB/s","24.8 kB/s","1.96 GB/s","0 kB/s","1.22 GB/s"
"2023-04-16 15:32:50","1681633970000","0%","0%","0%","1.60%","0.800%","2.20%","3.80%","377 MiB","34.3 MiB","416 MiB","142 MiB","608 MB/s","0 kB/s","11.8 kB/s","415 MB/s","0 kB/s","613 MB/s","415 MB/s","0 kB/s","9.60 kB/s","614 MB/s","0 kB/s","415 MB/s"
"2023-04-16 15:32:55","1681633975000","0%","0%","0%","1.60%","0.800%","2.20%","3.80%","377 MiB","34.3 MiB","416 MiB","142 MiB","608 MB/s","0 kB/s","11.8 kB/s","415 MB/s","0 kB/s","613 MB/s","415 MB/s","0 kB/s","9.60 kB/s","614 MB/s","0 kB/s","415 MB/s"
"2023-04-16 15:33:00","1681633980000","0%","0%","0%","1.000%","0.400%","0.700%","4.40%","377 MiB","34.3 MiB","416 MiB","142 MiB","1.44 GB/s","0 kB/s","39.4 kB/s","896 MB/s","0 kB/s","1.45 GB/s","896 MB/s","0 kB/s","21.6 kB/s","1.45 GB/s","0 kB/s","896 MB/s"
"2023-04-16 15:33:05","1681633985000","0%","0%","0%","1.000%","0.400%","0.700%","4.40%","377 MiB","34.3 MiB","416 MiB","142 MiB","1.44 GB/s","0 kB/s","39.4 kB/s","896 MB/s","0 kB/s","1.45 GB/s","896 MB/s","0 kB/s","21.6 kB/s","1.45 GB/s","0 kB/s","896 MB/s"
"2023-04-16 15:33:10","1681633990000","0%","0%","0%","0.600%","0.400%","1.00%","1.20%","377 MiB","34.3 MiB","416 MiB","142 MiB","74.1 MB/s","0 kB/s","44.8 kB/s","66.6 MB/s","0 kB/s","76.5 MB/s","66.5 MB/s","0 kB/s","40 kB/s","77.4 MB/s","0 kB/s","66.5 MB/s"
"2023-04-16 15:33:15","1681633995000","0%","0%","0%","0.600%","0.400%","1.00%","1.20%","377 MiB","34.3 MiB","416 MiB","142 MiB","74.1 MB/s","0 kB/s","44.8 kB/s","66.6 MB/s","0 kB/s","76.5 MB/s","66.5 MB/s","0 kB/s","40 kB/s","77.4 MB/s","0 kB/s","66.5 MB/s"
"2023-04-16 15:33:20","1681634000000","0%","0%","0%","0.600%","0.100%","1.30%","3.30%","377 MiB","34.3 MiB","416 MiB","142 MiB","877 MB/s","0 kB/s","22.6 kB/s","673 MB/s","0 kB/s","880 MB/s","673 MB/s","0 kB/s","15.8 kB/s","881 MB/s","0 kB/s","673 MB/s"
"2023-04-16 15:33:25","1681634005000","0%","0%","0%","0.600%","0.100%","1.30%","3.30%","377 MiB","34.3 MiB","416 MiB","142 MiB","877 MB/s","0 kB/s","22.6 kB/s","673 MB/s","0 kB/s","880 MB/s","673 MB/s","0 kB/s","15.8 kB/s","881 MB/s","0 kB/s","673 MB/s"
"2023-04-16 15:33:30","1681634010000","0%","0%","0%","1.70%","1.50%","3.00%","4.90%","377 MiB","34.3 MiB","416 MiB","142 MiB","1.42 GB/s","0 kB/s","45.4 kB/s","800 MB/s","0 kB/s","1.42 GB/s","800 MB/s","0 kB/s","39.6 kB/s","1.42 GB/s","0 kB/s","800 MB/s"
"2023-04-16 15:33:35","1681634015000","0%","0%","0%","1.70%","1.50%","3.00%","4.90%","377 MiB","34.3 MiB","416 MiB","142 MiB","1.42 GB/s","0 kB/s","45.4 kB/s","800 MB/s","0 kB/s","1.42 GB/s","800 MB/s","0 kB/s","39.6 kB/s","1.42 GB/s","0 kB/s","800 MB/s"
"2023-04-16 15:33:40","1681634020000","0%","0%","0%","1.80%","0.900%","2.20%","5.30%","377 MiB","34.3 MiB","416 MiB","142 MiB","1.18 GB/s","0 kB/s","11.4 kB/s","778 MB/s","0 kB/s","1.18 GB/s","778 MB/s","0 kB/s","10.8 kB/s","1.18 GB/s","0 kB/s","778 MB/s"
"2023-04-16 15:33:45","1681634025000","0%","0%","0%","1.80%","0.900%","2.20%","5.30%","377 MiB","34.3 MiB","416 MiB","142 MiB","1.18 GB/s","0 kB/s","11.4 kB/s","778 MB/s","0 kB/s","1.18 GB/s","778 MB/s","0 kB/s","10.8 kB/s","1.18 GB/s","0 kB/s","778 MB/s"
"2023-04-16 15:33:50","1681634030000","0%","0%","0%","0.900%","0.300%","1.30%","6.00%","378 MiB","34.3 MiB","416 MiB","142 MiB","2.05 GB/s","0 kB/s","18.6 kB/s","1.28 GB/s","0 kB/s","2.05 GB/s","1.28 GB/s","0 kB/s","20.8 kB/s","2.06 GB/s","0 kB/s","1.28 GB/s"
"2023-04-16 15:33:55","1681634035000","0%","0%","0%","0.900%","0.300%","1.30%","6.00%","378 MiB","34.3 MiB","416 MiB","142 MiB","2.05 GB/s","0 kB/s","18.6 kB/s","1.28 GB/s","0 kB/s","2.05 GB/s","1.28 GB/s","0 kB/s","20.8 kB/s","2.06 GB/s","0 kB/s","1.28 GB/s"
"2023-04-16 15:34:00","1681634040000","0%","0%","0%","0.800%","0.100%","0.400%","5.50%","378 MiB","34.3 MiB","416 MiB","142 MiB","2.03 GB/s","0 kB/s","62.3 kB/s","1.23 GB/s","0 kB/s","2.04 GB/s","1.23 GB/s","0 kB/s","301 kB/s","2.04 GB/s","0 kB/s","1.23 GB/s"
"2023-04-16 15:34:05","1681634045000","0%","0%","0%","0.800%","0.100%","0.400%","5.50%","378 MiB","34.3 MiB","416 MiB","142 MiB","2.03 GB/s","0 kB/s","62.3 kB/s","1.23 GB/s","0 kB/s","2.04 GB/s","1.23 GB/s","0 kB/s","301 kB/s","2.04 GB/s","0 kB/s","1.23 GB/s"
"2023-04-16 15:34:10","1681634050000","0%","0%","0%","1.40%","0.600%","2.20%","6.80%","378 MiB","34.3 MiB","416 MiB","142 MiB","2.11 GB/s","0 kB/s","63.6 kB/s","1.33 GB/s","0 kB/s","2.12 GB/s","1.33 GB/s","0 kB/s","51.6 kB/s","2.12 GB/s","0 kB/s","1.33 GB/s"
"2023-04-16 15:34:15","1681634055000","0%","0%","0%","1.40%","0.600%","2.20%","6.80%","378 MiB","34.3 MiB","416 MiB","142 MiB","2.11 GB/s","0 kB/s","63.6 kB/s","1.33 GB/s","0 kB/s","2.12 GB/s","1.33 GB/s","0 kB/s","51.6 kB/s","2.12 GB/s","0 kB/s","1.33 GB/s"
"2023-04-16 15:34:20","1681634060000","0%","0%","0%","1.20%","0.600%","2.30%","3.50%","378 MiB","34.3 MiB","416 MiB","142 MiB","533 MB/s","0 kB/s","23.8 kB/s","368 MB/s","0 kB/s","537 MB/s","368 MB/s","0 kB/s","15 kB/s","538 MB/s","0 kB/s","368 MB/s"
"2023-04-16 15:34:25","1681634065000","0%","0%","0%","1.20%","0.600%","2.30%","3.50%","378 MiB","34.3 MiB","416 MiB","142 MiB","533 MB/s","0 kB/s","23.8 kB/s","368 MB/s","0 kB/s","537 MB/s","368 MB/s","0 kB/s","15 kB/s","538 MB/s","0 kB/s","368 MB/s"
"2023-04-16 15:34:30","1681634070000","0%","0%","0%","4.50%","1.20%","5.40%","14.1%","375 MiB","34.3 MiB","416 MiB","144 MiB","2.44 GB/s","0 kB/s","39.4 kB/s","1.80 GB/s","0 kB/s","2.45 GB/s","1.80 GB/s","0 kB/s","35.4 kB/s","2.45 GB/s","0 kB/s","1.80 GB/s"
"2023-04-16 15:34:35","1681634075000","0%","0%","0%","4.50%","1.20%","5.40%","14.1%","375 MiB","34.3 MiB","416 MiB","144 MiB","2.44 GB/s","0 kB/s","39.4 kB/s","1.80 GB/s","0 kB/s","2.45 GB/s","1.80 GB/s","0 kB/s","35.4 kB/s","2.45 GB/s","0 kB/s","1.80 GB/s"
"2023-04-16 15:34:40","1681634080000","0%","0%","0%","3.90%","1.20%","4.80%","10.3%","373 MiB","34.3 MiB","416 MiB","146 MiB","2.53 GB/s","0 kB/s","0 kB/s","1.40 GB/s","0 kB/s","2.54 GB/s","1.40 GB/s","0 kB/s","0 kB/s","2.54 GB/s","0 kB/s","1.40 GB/s"
"2023-04-16 15:34:45","1681634085000","0%","0%","0%","3.90%","1.20%","4.80%","10.3%","373 MiB","34.3 MiB","416 MiB","146 MiB","2.53 GB/s","0 kB/s","0 kB/s","1.40 GB/s","0 kB/s","2.54 GB/s","1.40 GB/s","0 kB/s","0 kB/s","2.54 GB/s","0 kB/s","1.40 GB/s"
"2023-04-16 15:34:50","1681634090000","0%","0%","0%","7.00%","1.60%","9.00%","16.3%","382 MiB","34.3 MiB","416 MiB","138 MiB","4.00 GB/s","0 kB/s","0 kB/s","2.58 GB/s","0 kB/s","4.02 GB/s","2.58 GB/s","0 kB/s","0 kB/s","4.02 GB/s","0 kB/s","2.58 GB/s"
"2023-04-16 15:34:55","1681634095000","0%","0%","0%","7.00%","1.60%","9.00%","16.3%","382 MiB","34.3 MiB","416 MiB","138 MiB","4.00 GB/s","0 kB/s","0 kB/s","2.58 GB/s","0 kB/s","4.02 GB/s","2.58 GB/s","0 kB/s","0 kB/s","4.02 GB/s","0 kB/s","2.58 GB/s"
"2023-04-16 15:35:00","1681634100000","0%","0%","0%","4.20%","1.80%","5.90%","13.7%","377 MiB","34.3 MiB","416 MiB","142 MiB","3.84 GB/s","0 kB/s","17.4 kB/s","2.45 GB/s","0 kB/s","3.85 GB/s","2.45 GB/s","0 kB/s","15 kB/s","3.85 GB/s","0 kB/s","2.45 GB/s"
"2023-04-16 15:35:05","1681634105000","0%","0%","0%","4.20%","1.80%","5.90%","13.7%","377 MiB","34.3 MiB","416 MiB","142 MiB","3.84 GB/s","0 kB/s","17.4 kB/s","2.45 GB/s","0 kB/s","3.85 GB/s","2.45 GB/s","0 kB/s","15 kB/s","3.85 GB/s","0 kB/s","2.45 GB/s"
"2023-04-16 15:35:10","1681634110000","0%","0%","0%","4.40%","2.60%","5.40%","17.8%","377 MiB","34.3 MiB","416 MiB","142 MiB","5.57 GB/s","0 kB/s","0 kB/s","3.65 GB/s","0 kB/s","5.58 GB/s","3.65 GB/s","0 kB/s","0 kB/s","5.58 GB/s","0 kB/s","3.65 GB/s"
"2023-04-16 15:35:15","1681634115000","0%","0%","0%","4.40%","2.60%","5.40%","17.8%","377 MiB","34.3 MiB","416 MiB","142 MiB","5.57 GB/s","0 kB/s","0 kB/s","3.65 GB/s","0 kB/s","5.58 GB/s","3.65 GB/s","0 kB/s","0 kB/s","5.58 GB/s","0 kB/s","3.65 GB/s"
"2023-04-16 15:35:20","1681634120000","0%","0%","0%","2.70%","0.900%","3.70%","10.3%","373 MiB","34.3 MiB","416 MiB","147 MiB","2.79 GB/s","0 kB/s","44.8 kB/s","1.65 GB/s","0 kB/s","2.81 GB/s","1.65 GB/s","0 kB/s","35.4 kB/s","2.81 GB/s","0 kB/s","1.65 GB/s"
"2023-04-16 15:35:25","1681634125000","0%","0%","0%","2.70%","0.900%","3.70%","10.3%","373 MiB","34.3 MiB","416 MiB","147 MiB","2.79 GB/s","0 kB/s","44.8 kB/s","1.65 GB/s","0 kB/s","2.81 GB/s","1.65 GB/s","0 kB/s","35.4 kB/s","2.81 GB/s","0 kB/s","1.65 GB/s"
"2023-04-16 15:35:30","1681634130000","0%","0%","0%","3.90%","2.40%","5.90%","16.6%","375 MiB","34.3 MiB","416 MiB","145 MiB","4.21 GB/s","0 kB/s","16.8 kB/s","2.67 GB/s","0 kB/s","4.22 GB/s","2.67 GB/s","0 kB/s","15 kB/s","4.23 GB/s","0 kB/s","2.67 GB/s"
"2023-04-16 15:35:35","1681634135000","0%","0%","0%","3.90%","2.40%","5.90%","16.6%","375 MiB","34.3 MiB","416 MiB","145 MiB","4.21 GB/s","0 kB/s","16.8 kB/s","2.67 GB/s","0 kB/s","4.22 GB/s","2.67 GB/s","0 kB/s","15 kB/s","4.23 GB/s","0 kB/s","2.67 GB/s"
"2023-04-16 15:35:40","1681634140000","0%","0%","0%","5.70%","2.60%","6.90%","10.1%","375 MiB","34.3 MiB","416 MiB","145 MiB","1.51 GB/s","0 kB/s","22.8 kB/s","1.14 GB/s","0 kB/s","1.53 GB/s","1.14 GB/s","0 kB/s","19.2 kB/s","1.53 GB/s","0 kB/s","1.14 GB/s"
"2023-04-16 15:35:45","1681634145000","0%","0%","0%","5.70%","2.60%","6.90%","10.1%","375 MiB","34.3 MiB","416 MiB","145 MiB","1.51 GB/s","0 kB/s","22.8 kB/s","1.14 GB/s","0 kB/s","1.53 GB/s","1.14 GB/s","0 kB/s","19.2 kB/s","1.53 GB/s","0 kB/s","1.14 GB/s"
"2023-04-16 15:35:50","1681634150000","0%","0%","0%","3.90%","1.90%","5.20%","16.4%","370 MiB","34.3 MiB","416 MiB","149 MiB","4.62 GB/s","0 kB/s","17 kB/s","2.89 GB/s","0 kB/s","4.63 GB/s","2.89 GB/s","0 kB/s","10.8 kB/s","4.63 GB/s","0 kB/s","2.89 GB/s"
"2023-04-16 15:35:55","1681634155000","0%","0%","0%","3.90%","1.90%","5.20%","16.4%","370 MiB","34.3 MiB","416 MiB","149 MiB","4.62 GB/s","0 kB/s","17 kB/s","2.89 GB/s","0 kB/s","4.63 GB/s","2.89 GB/s","0 kB/s","10.8 kB/s","4.63 GB/s","0 kB/s","2.89 GB/s"
"2023-04-16 15:36:00","1681634160000","0%","0%","0%","2.10%","1.20%","3.00%","10%","374 MiB","34.3 MiB","416 MiB","145 MiB","2.62 GB/s","0 kB/s","56.5 kB/s","1.68 GB/s","0 kB/s","2.63 GB/s","1.68 GB/s","0 kB/s","288 kB/s","2.63 GB/s","0 kB/s","1.68 GB/s"
"2023-04-16 15:36:05","1681634165000","0%","0%","0%","2.10%","1.20%","3.00%","10%","374 MiB","34.3 MiB","416 MiB","145 MiB","2.62 GB/s","0 kB/s","56.5 kB/s","1.68 GB/s","0 kB/s","2.63 GB/s","1.68 GB/s","0 kB/s","288 kB/s","2.63 GB/s","0 kB/s","1.68 GB/s"
"2023-04-16 15:36:10","1681634170000","0%","0%","0%","4.00%","1.50%","5.40%","16.2%","372 MiB","34.3 MiB","416 MiB","148 MiB","4.33 GB/s","0 kB/s","5.60 kB/s","2.94 GB/s","0 kB/s","4.35 GB/s","2.94 GB/s","0 kB/s","5.40 kB/s","4.35 GB/s","0 kB/s","2.94 GB/s"
"2023-04-16 15:36:15","1681634175000","0%","0%","0%","4.00%","1.50%","5.40%","16.2%","372 MiB","34.3 MiB","416 MiB","148 MiB","4.33 GB/s","0 kB/s","5.60 kB/s","2.94 GB/s","0 kB/s","4.35 GB/s","2.94 GB/s","0 kB/s","5.40 kB/s","4.35 GB/s","0 kB/s","2.94 GB/s"
